arquivo_csv,quantidade_itens,capacidade_peso,capacidade_volume,tempo_medio_dp,tempo_medio_bt,tempo_medio_bb,razao_tempo_bt_sobre_dp,razao_tempo_bb_sobre_dp,razao_tempo_bb_sobre_bt
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,500.0,"0,24",,"0,24",,"0,98",
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,600.0,"0,27",,"0,23",,"0,85",
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,700.0,"0,33",,"0,29",,"0,88",
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,800.0,"0,4",,"0,2",,"0,51",
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,900.0,"0,48",,"0,36",,"0,74",
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,1000.0,"0,43",,"0,24",,"0,56",
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,100.0,"0,064",,"0,25",,"3,8756",
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,200.0,"0,11",,"0,17",,"1,5218",
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,300.0,"0,15",,"0,25",,"1,6596",
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,400.0,"0,17",,"0,19",,"1,1285",
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,500.0,"0,35",,"0,15",,"0,42",
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,600.0,"0,45",,"0,21",,"0,46",
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,700.0,"0,49",,"0,58",,"1,1948",
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,800.0,"0,65",,"0,34",,"0,52",
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,900.0,"0,82",,"0,33",,"0,4",
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,1000.0,"0,76",,"0,18",,"0,23",
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,100.0,"0,063",,"0,33",,"5,1525",
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,200.0,"0,13",,"0,22",,"1,6986",
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,300.0,"0,17",,"0,16",,"0,97",
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,400.0,"0,37",,"0,2",,"0,55",
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,500.0,"0,32",,"0,25",,"0,76",
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,600.0,"0,54",,"0,24",,"0,45",
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,700.0,"0,45",,"0,24",,"0,54",
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,800.0,"0,56",,"0,21",,"0,37",
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,900.0,"0,56",,"0,61",,"1,0825",
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,1000.0,"0,53",,"0,22",,"0,41",
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,100.0,"0,067",,"0,18",,"2,6355",
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,200.0,"0,14",,"0,19",,"1,3679",
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,300.0,"0,18",,"0,11",,"0,64",
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,400.0,"0,25",,"0,14",,"0,56",
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,500.0,"0,51",,"0,41",,"0,8",
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,600.0,"0,5",,"0,18",,"0,35",
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,700.0,"0,48",,"0,32",,"0,67",
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,800.0,"0,57",,"0,16",,"0,29",
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,900.0,"0,55",,"0,13",,"0,24",
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,1000.0,"0,54",,"0,28",,"0,52",
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,100.0,"0,088",,"0,23",,"2,6547",
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,200.0,"0,17",,"0,24",,"1,4808",
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,300.0,"0,29",,"0,52",,"1,8003",
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,400.0,"0,38",,"0,17",,"0,46",
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,500.0,"0,56",,"0,27",,"0,47",
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,600.0,"0,59",,"0,21",,"0,36",
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,700.0,"0,61",,"0,2",,"0,33",
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,800.0,"0,63",,"0,28",,"0,45",
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,900.0,"0,54",,"0,26",,"0,48",
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,1000.0,"0,47",,"0,19",,"0,41",
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,100.0,"0,11",,"0,18",,"1,6519",
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,200.0,"0,21",,"0,19",,"0,91",
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,300.0,"0,33",,"0,23",,"0,69",
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,400.0,"0,41",,"0,16",,"0,4",
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,500.0,"0,59",,"0,18",,"0,3",
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,600.0,"0,67",,"0,24",,"0,36",
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,700.0,"0,54",,"0,24",,"0,45",
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,800.0,"0,61",,"0,19",,"0,31",
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,900.0,"0,63",,"0,26",,"0,41",
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,1000.0,"0,59",,"0,32",,"0,53",
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,100.0,"0,1",,"0,16",,"1,5578",
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,200.0,"0,24",,"0,13",,"0,53",
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,300.0,"0,36",,"0,13",,"0,35",
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,400.0,"0,82",,"0,35",,"0,43",
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,500.0,"0,48",,"0,33",,"0,69",
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,600.0,"0,6",,"0,36",,"0,6",
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,700.0,"0,57",,"0,2",,"0,34",
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,800.0,"0,54",,"0,23",,"0,41",
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,900.0,"0,49",,"0,13",,"0,27",
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,1000.0,"0,51",,"0,19",,"0,37",
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,100.0,"0,12",,"0,1",,"0,87",
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,200.0,"0,25",,"0,12",,"0,49",
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,300.0,"0,44",,"0,2",,"0,45",
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,400.0,"0,55",,"0,89",,"1,6086",
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,500.0,"0,59",,"0,26",,"0,45",
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,600.0,"0,55",,"0,38",,"0,69",
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,700.0,"0,49",,"0,26",,"0,53",
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,800.0,"0,54",,"0,22",,"0,42",
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,900.0,"0,52",,"0,36",,"0,68",
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,1000.0,"0,51",,"0,22",,"0,43",
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,100.0,"0,026",,"2,1572",,"83,9350",
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,200.0,"0,05",,"2,0898",,"41,9993",
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,300.0,"0,071",,"1,2586",,"17,7736",
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,400.0,"0,095",,"1,1004",,"11,5289",
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,500.0,"0,14",,"2,3286",,"16,7159",
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,600.0,"0,16",,"0,94",,"6,0601",
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,700.0,"0,22",,"4,9653",,"22,9314",
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,800.0,"0,21",,"0,58",,"2,7768",
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,900.0,"0,28",,"1,9584",,"6,9067",
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,1000.0,"0,27",,"1,1814",,"4,2961",
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,100.0,"0,051",,"1,1150",,"21,8985",
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,200.0,"0,093",,"2,9773",,"32,0723",
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,300.0,"0,15",,"1,5905",,"10,3192",
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,400.0,"0,19",,"1,7568",,"9,0851",
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,500.0,"0,27",,"1,1089",,"4,1322",
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,600.0,"0,36",,"1,2269",,"3,4190",
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,700.0,"0,46",,"3,7707",,"8,1716",
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,800.0,"0,47",,"2,4017",,"5,1371",
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,900.0,"0,56",,"2,4411",,"4,3245",
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,1000.0,"0,56",,"1,7682",,"3,1306",
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,100.0,"0,066",,"2,4501",,"37,1153",
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,200.0,"0,14",,"1,0637",,"7,7071",
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,300.0,"0,19",,"1,5960",,"8,3753",
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,400.0,"0,3",,"1,8995",,"6,2648",
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,500.0,"0,38",,"1,0178",,"2,6832",
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,600.0,"0,47",,"1,3050",,"2,7585",
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,700.0,"0,56",,"0,88",,"1,5712",
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,800.0,"0,81",,"4,6286",,"5,7140",
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,900.0,"0,82",,"1,2169",,"1,4821",
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,1000.0,"0,78",,"0,98",,"1,2644",
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,100.0,"0,089",,"1,9977",,"22,5048",
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,200.0,"0,18",,"2,5290",,"13,9857",
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,300.0,"0,25",,"1,4675",,"5,9025",
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,400.0,"0,48",,"2,8695",,"6,0134",
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,500.0,"0,54",,"0,74",,"1,3530",
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,600.0,"0,61",,"0,72",,"1,1839",
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,700.0,"0,91",,"3,1818",,"3,4786",
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,800.0,"0,89",,"1,5495",,"1,7420",
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,900.0,"0,98",,"2,5155",,"2,5700",
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,1000.0,"0,94",,"3,0397",,"3,2507",
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,100.0,"0,11",,"3,1536",,"27,4614",
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,200.0,"0,2",,"0,61",,"3,1202",
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,300.0,"0,42",,"3,6984",,"8,7679",
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,400.0,"0,61",,"2,6902",,"4,4145",
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,500.0,"0,84",,"1,8524",,"2,1950",
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,600.0,"1,1417",,"2,4138",,"2,1143",
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,700.0,"1,0443",,"1,8632",,"1,7841",
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,800.0,"1,0018",,"2,8501",,"2,8450",
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,900.0,"0,91",,"5,7782",,"6,3835",
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,1000.0,"0,83",,"2,6464",,"3,1872",
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,100.0,"0,12",,"0,59",,"4,9061",
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,200.0,"0,29",,"1,5432",,"5,2969",
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,300.0,"0,51",,"1,2243",,"2,4112",
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,400.0,"0,75",,"1,8222",,"2,4304",
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,500.0,"0,96",,"2,0166",,"2,0977",
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,600.0,"1,0766",,"5,1376",,"4,7722",
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,700.0,"0,96",,"2,0302",,"2,1039",
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,800.0,1,,"1,5483",,"1,5517",
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,900.0,"0,79",,"1,4670",,"1,8653",
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,1000.0,"0,79",,"2,8484",,"3,6236",
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,100.0,"0,15",,"1,0433",,"6,9177",
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,200.0,"0,4",,"1,2543",,"3,1636",
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,300.0,"0,62",,"2,7630",,"4,4483",
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,400.0,"0,98",,"1,4579",,"1,4909",
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,500.0,"1,1344",,"2,8476",,"2,5103",
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,600.0,"0,85",,"4,7646",,"5,6379",
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,700.0,"0,88",,"1,3822",,"1,5743",
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,800.0,"0,78",,"1,1262",,"1,4381",
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,900.0,"0,78",,"2,1577",,"2,7561",
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,1000.0,"0,77",,"1,8880",,"2,4481",
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,100.0,"0,19",,"3,0561",,"16,2522",
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,200.0,"0,43",,"1,9599",,"4,5269",
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,300.0,"0,81",,"2,1079",,"2,6015",
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,400.0,"1,1248",,"1,5987",,"1,4213",
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,500.0,"1,1060",,"2,9059",,"2,6275",
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,600.0,"0,86",,"2,4674",,"2,8707",
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,700.0,"0,8",,"2,7437",,"3,4404",
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,800.0,"0,75",,"3,0910",,"4,1416",
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,900.0,"0,69",,"4,1802",,"6,0792",
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,1000.0,"0,68",,"4,7839",,"7,0028",
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,100.0,"0,2",,"1,9002",,"9,4211",
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,200.0,"0,61",,"1,4926",,"2,4516",
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,300.0,"1,1193",,"3,2128",,"2,8703",
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,400.0,"1,0404",,"4,2320",,"4,0677",
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,500.0,"0,88",,"1,8938",,"2,1443",
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,600.0,"0,99",,"2,3849",,"2,4147",
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,700.0,"0,84",,"1,0545",,"1,2498",
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,800.0,"0,69",,"1,0041",,"1,4500",
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,900.0,"0,73",,"3,3787",,"4,6210",
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,1000.0,"0,67",,"0,75",,"1,1289",
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,100.0,"0,23",,"1,3522",,"5,8244",
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,200.0,"0,68",,"2,3962",,"3,5009",
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,300.0,"1,1987",,"4,0283",,"3,3607",
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,400.0,"1,1066",,"1,6333",,"1,4760",
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,500.0,"0,95",,"1,1835",,"1,2399",
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,600.0,"0,76",,"6,3877",,"8,4337",
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,700.0,"0,69",,"1,6378",,"2,3872",
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,800.0,"0,71",,"3,0712",,"4,3489",
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,900.0,"0,69",,"3,4368",,"5,0095",
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,1000.0,"0,72",,"2,2721",,"3,1471",
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,100.0,"0,038",,"14,0616",,"368,4245",
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,200.0,"0,068",,"4,2775",,"62,4669",
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,300.0,"0,11",,"8,8323",,"80,9569",
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,400.0,"0,15",,"6,0325",,"40,2413",
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,500.0,"0,2",,"6,6534",,"33,9659",
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,600.0,"0,24",,"5,4477",,"22,3242",
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,700.0,"0,29",,"4,1769",,"14,4694",
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,800.0,"0,36",,"5,8636",,"16,2316",
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,900.0,"0,45",,"13,4227",,"30,0220",
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,1000.0,"0,44",,"6,8071",,"15,3227",
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,100.0,"0,066",,"8,3585",,"126,4869",
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,200.0,"0,13",,"9,3742",,"72,1055",
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,300.0,"0,24",,"25,4379",,"105,6381",
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,400.0,"0,34",,"5,5479",,"16,2162",
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,500.0,"0,47",,"36,7561",,"78,2117",
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,600.0,"0,55",,"8,5761",,"15,5535",
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,700.0,"0,62",,"9,8578",,"16,0262",
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,800.0,"0,68",,"14,2891",,"21,1360",
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,900.0,"0,79",,"10,7653",,"13,6509",
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,1000.0,"0,92",,"7,4009",,"8,0260",
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,100.0,"0,096",,"5,8481",,"60,8126",
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,200.0,"0,19",,"12,2497",,"63,7072",
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,300.0,"0,31",,"8,4851",,"26,9528",
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,400.0,"0,42",,"7,7413",,"18,6352",
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,500.0,"0,59",,"5,7299",,"9,6362",
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,600.0,"0,89",,"12,2614",,"13,7047",
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,700.0,"1,0144",,"11,5783",,"11,4138",
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,800.0,"1,2096",,"12,6304",,"10,4418",
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,900.0,"1,1662",,"8,8589",,"7,5963",
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,1000.0,"1,4383",,"7,1127",,"4,9452",
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,100.0,"0,15",,"9,2591",,"61,8945",
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,200.0,"0,24",,"13,1301",,"54,3789",
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,300.0,"0,43",,"8,5812",,"20,0963",
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,400.0,"0,8",,"22,3459",,"28,0038",
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,500.0,"0,92",,"15,7926",,"17,1469",
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,600.0,"1,5146",,"13,8832",,"9,1664",
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,700.0,"1,6464",,"10,4365",,"6,3391",
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,800.0,"1,6715",,"15,9475",,"9,5408",
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,900.0,"1,3162",,"40,6879",,"30,9135",
bb_dp_combinacoes_1000_nwp.csv,500.0,400.0,1000.0,"1,3063",,"5,5900",,"4,2792",
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,100.0,"0,16",,"5,1398",,"32,0409",
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,200.0,"0,33",,"11,4339",,"34,3513",
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,300.0,"0,7",,"13,9355",,"19,8016",
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,400.0,"1,1554",,"12,8924",,"11,1584",
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,500.0,"1,5682",,"19,4127",,"12,3791",
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,600.0,"1,6946",,"21,6599",,"12,7817",
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,700.0,"1,5848",,"7,9700",,"5,0290",
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,800.0,"1,2808",,"15,7529",,"12,2993",
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,900.0,"1,2909",,"3,3112",,"2,5651",
bb_dp_combinacoes_1000_nwp.csv,500.0,500.0,1000.0,"0,92",,"14,2039",,"15,4190",
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,100.0,"0,19",,"3,6114",,"18,5212",
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,200.0,"0,47",,"12,7304",,"26,9022",
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,300.0,"1,0482",,"18,5330",,"17,6815",
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,400.0,"1,3613",,"10,3307",,"7,5890",
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,500.0,"1,5963",,"15,1445",,"9,4875",
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,600.0,"1,3781",,"7,3303",,"5,3193",
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,700.0,"1,0075",,"25,4297",,"25,2399",
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,800.0,"1,0158",,"15,3009",,"15,0628",
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,900.0,"0,89",,"14,1046",,"15,8809",
bb_dp_combinacoes_1000_nwp.csv,500.0,600.0,1000.0,"0,98",,"5,1416",,"5,2624",
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,100.0,"0,21",,"10,6934",,"51,1395",
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,200.0,"0,62",,"18,5244",,"29,6423",
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,300.0,"1,0065",,"7,6961",,"7,6466",
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,400.0,"1,5555",,"10,7271",,"6,8963",
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,500.0,"1,3262",,"14,6021",,"11,0109",
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,600.0,"1,1603",,"7,1306",,"6,1457",
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,700.0,"0,96",,"18,4219",,"19,1574",
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,800.0,"0,82",,"8,8443",,"10,7532",
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,900.0,"0,88",,"8,8669",,"10,0209",
bb_dp_combinacoes_1000_nwp.csv,500.0,700.0,1000.0,"0,84",,"10,9850",,"13,0540",
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,100.0,"0,28",,"8,2294",,"29,8252",
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,200.0,"0,67",,"9,2182",,"13,6868",
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,300.0,"1,2807",,"12,2775",,"9,5867",
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,400.0,"1,5829",,"8,4192",,"5,3187",
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,500.0,"1,2756",,"8,0912",,"6,3430",
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,600.0,"0,99",,"38,0779",,"38,4999",
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,700.0,"0,9",,"40,3814",,"44,7779",
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,800.0,"0,91",,"11,5624",,"12,7152",
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,900.0,"0,81",,"15,2987",,"18,8348",
bb_dp_combinacoes_1000_nwp.csv,500.0,800.0,1000.0,"0,77",,"6,6700",,"8,6655",
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,100.0,"0,28",,"8,4290",,"29,9115",
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,200.0,"0,96",,"9,7196",,"10,1086",
