arquivo_csv,quantidade_itens,capacidade_peso,capacidade_volume,tempo_medio_dp,tempo_medio_bt,tempo_medio_bb,razao_tempo_bt_sobre_dp,razao_tempo_bb_sobre_dp,razao_tempo_bb_sobre_bt
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,300.0,"1,3092",,"5,3327",,"4,0732",
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,400.0,"1,3364",,"17,2054",,"12,8744",
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,500.0,"0,95",,"9,7186",,"10,2181",
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,600.0,"0,92",,"6,2537",,"6,8158",
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,700.0,"0,89",,"5,8206",,"6,5622",
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,800.0,"0,81",,"8,6243",,"10,6613",
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,900.0,"0,81",,"14,4067",,"17,7034",
bb_dp_combinacoes_1000_nwp.csv,500.0,900.0,1000.0,"0,78",,"6,8448",,"8,8120",
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,100.0,"0,34",,"4,6274",,"13,4747",
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,200.0,"1,0458",,"11,2168",,"10,7256",
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,300.0,"1,6041",,"8,4143",,"5,2455",
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,400.0,"1,3586",,"7,0476",,"5,1875",
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,500.0,"1,0442",,"35,2125",,"33,7207",
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,600.0,"0,88",,"15,0209",,"16,9791",
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,700.0,"0,89",,"13,5227",,"15,1599",
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,800.0,"0,79",,"6,6496",,"8,4626",
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,900.0,"0,78",,"7,5721",,"9,6724",
bb_dp_combinacoes_1000_nwp.csv,500.0,1000.0,1000.0,"0,81",,"10,6665",,"13,1492",
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,100.0,"0,05",,"26,4040",,"524,7425",
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,200.0,"0,098",,"24,1185",,"246,4757",
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,300.0,"0,15",,"14,3139",,"93,8858",
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,400.0,"0,2",,"41,6154",,"203,4961",
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,500.0,"0,31",,"95,1528",,"310,1112",
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,600.0,"0,36",,"23,9816",,"66,5026",
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,700.0,"0,44",,"34,8856",,"78,7311",
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,800.0,"0,48",,"26,7437",,"55,6050",
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,900.0,"0,55",,"39,6873",,"72,4444",
bb_dp_combinacoes_1000_nwp.csv,600.0,100.0,1000.0,"0,63",,"20,3059",,"32,0117",
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,100.0,"0,097",,"39,5509",,"409,4038",
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,200.0,"0,19",,"47,3387",,"254,1229",
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,300.0,"0,29",,"34,6856",,"119,1612",
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,400.0,"0,46",,"38,0121",,"83,1087",
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,500.0,"0,57",,"31,1352",,"54,4989",
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,600.0,"0,7",,"42,1372",,"60,2745",
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,700.0,"0,88",,"104,5834",,"119,0362",
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,800.0,1,,"58,2079",,"58,4575",
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,900.0,"1,1512",,"44,8519",,"38,9620",
bb_dp_combinacoes_1000_nwp.csv,600.0,200.0,1000.0,"1,6900",,"60,9353",,"36,0563",
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,100.0,"0,17",,"31,5288",,"183,9931",
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,200.0,"0,37",,"57,7481",,"156,0038",
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,300.0,"0,61",,"72,6305",,"119,7676",
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,400.0,"0,98",,"47,8638",,"48,7742",
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,500.0,"1,7347",,"62,0906",,"35,7939",
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,600.0,"1,7044",,"40,0230",,"23,4825",
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,700.0,"2,2582",,"39,3333",,"17,4176",
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,800.0,"2,0108",,"31,4245",,"15,6281",
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,900.0,"2,4171",,"70,4907",,"29,1636",
bb_dp_combinacoes_1000_nwp.csv,600.0,300.0,1000.0,"2,5245",,"36,2614",,"14,3641",
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,100.0,"0,24",,"55,4264",,"234,9506",
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,200.0,"0,41",,"44,1759",,"108,1207",
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,300.0,"0,78",,"34,9538",,"44,5272",
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,400.0,"1,3610",,"72,1840",,"53,0362",
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,500.0,"1,8359",,"31,4955",,"17,1556",
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,600.0,"2,3785",,"61,0161",,"25,6529",
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,700.0,"2,6167",,"30,9150",,"11,8145",
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,800.0,"1,9562",,"53,7969",,"27,5005",
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,900.0,"1,7277",,"41,8528",,"24,2246",
bb_dp_combinacoes_1000_nwp.csv,600.0,400.0,1000.0,"1,3515",,"116,9822",,"86,5585",
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,100.0,"0,29",,"71,0549",,"242,9441",
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,200.0,"0,76",,"42,7475",,"55,9319",
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,300.0,"1,7936",,"68,3182",,"38,0892",
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,400.0,"1,4869",,"32,2375",,"21,6808",
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,500.0,"3,7593",,"75,1382",,"19,9875",
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,600.0,"3,8399",,"51,8783",,"13,5103",
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,700.0,"3,0138",,"78,6129",,"26,0844",
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,800.0,"2,4715",,"85,4282",,"34,5658",
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,900.0,"2,4444",,"77,3868",,"31,6586",
bb_dp_combinacoes_1000_nwp.csv,600.0,500.0,1000.0,"2,0079",,"113,0700",,"56,3124",
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,100.0,"0,36",,"71,2096",,"199,4434",
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,200.0,"0,73",,"20,6221",,"28,3020",
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,300.0,"1,6691",,"33,1614",,"19,8680",
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,400.0,"2,3696",,"30,7710",,"12,9855",
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,500.0,"2,3598",,"21,4462",,"9,0881",
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,600.0,"2,1057",,"25,5415",,"12,1299",
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,700.0,"1,6799",,"64,9280",,"38,6488",
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,800.0,"1,6050",,"54,7629",,"34,1212",
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,900.0,"1,5163",,"148,0793",,"97,6560",
bb_dp_combinacoes_1000_nwp.csv,600.0,600.0,1000.0,"1,4329",,"39,0566",,"27,2569",
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,100.0,"0,35",,"47,5239",,"135,8787",
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,200.0,"1,8141",,"117,5000",,"64,7707",
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,300.0,"4,4628",,"130,5726",,"29,2578",
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,400.0,"5,7619",,"80,1018",,"13,9021",
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,500.0,"5,1228",,"61,7720",,"12,0582",
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,600.0,"3,1801",,"105,9125",,"33,3043",
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,700.0,"2,6351",,"34,9734",,"13,2720",
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,800.0,"1,9782",,"64,0058",,"32,3560",
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,900.0,"1,2461",,"75,5194",,"60,6025",
bb_dp_combinacoes_1000_nwp.csv,600.0,700.0,1000.0,"1,2327",,"71,2170",,"57,7718",
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,100.0,"0,42",,"40,2286",,"95,3419",
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,200.0,"3,1359",,"62,5806",,"19,9565",
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,300.0,"3,4758",,"162,8507",,"46,8530",
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,400.0,"5,2511",,"61,5179",,"11,7153",
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,500.0,"2,3775",,"68,3430",,"28,7454",
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,600.0,"2,4962",,"41,7214",,"16,7139",
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,700.0,"2,3925",,"56,5950",,"23,6548",
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,800.0,"1,1507",,"71,3471",,"62,0034",
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,900.0,"1,1362",,"59,5502",,"52,4110",
bb_dp_combinacoes_1000_nwp.csv,600.0,800.0,1000.0,"1,1346",,"64,5461",,"56,8908",
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,100.0,"0,83",,"40,9494",,"49,3295",
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,200.0,"3,6007",,"73,6068",,"20,4426",
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,300.0,"5,3336",,"107,7558",,"20,2030",
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,400.0,"4,0114",,"116,6464",,"29,0790",
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,500.0,"2,6696",,"73,5630",,"27,5560",
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,600.0,"3,1629",,"47,7786",,"15,1062",
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,700.0,"1,7467",,"39,7557",,"22,7604",
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,800.0,"1,1585",,"86,3059",,"74,5009",
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,900.0,"1,1584",,"49,8649",,"43,0451",
bb_dp_combinacoes_1000_nwp.csv,600.0,900.0,1000.0,"1,2109",,"75,2048",,"62,1068",
variacao_total.csv,100.0,100.0,100.0,"0,0027","0,0033","0,00069","1,2425","0,26","0,21"
variacao_total.csv,100.0,100.0,200.0,"0,0032","0,002","0,00039","0,61","0,12","0,2"
variacao_total.csv,100.0,100.0,300.0,"0,0028","0,0012","0,00041","0,44","0,15","0,34"
variacao_total.csv,100.0,100.0,400.0,"0,0031","0,0012","0,00042","0,39","0,14","0,35"
variacao_total.csv,100.0,100.0,500.0,"0,0047","0,0025","0,00048","0,54","0,1","0,19"
variacao_total.csv,100.0,100.0,600.0,"0,0051","0,0024","0,00055","0,47","0,11","0,23"
variacao_total.csv,100.0,100.0,700.0,"0,0047","0,0021","0,0004","0,46","0,084","0,18"
variacao_total.csv,100.0,100.0,800.0,"0,0063","0,0034","0,00069","0,53","0,11","0,2"
variacao_total.csv,100.0,100.0,900.0,"0,0071","0,0021","0,00047","0,3","0,067","0,22"
variacao_total.csv,100.0,100.0,1000.0,"0,01","0,0049","0,00069","0,47","0,066","0,14"
variacao_total.csv,100.0,200.0,100.0,"0,0032","0,002","0,00057","0,63","0,18","0,28"
variacao_total.csv,100.0,300.0,100.0,"0,0043","0,0021","0,00056","0,48","0,13","0,27"
variacao_total.csv,100.0,400.0,100.0,"0,0048","0,0024","0,00061","0,5","0,13","0,25"
variacao_total.csv,100.0,500.0,100.0,"0,006","0,0037","0,0006","0,63","0,1","0,16"
variacao_total.csv,100.0,600.0,100.0,"0,0043","0,0019","0,00042","0,44","0,098","0,22"
variacao_total.csv,100.0,700.0,100.0,"0,004","0,0018","0,00064","0,44","0,16","0,36"
variacao_total.csv,100.0,800.0,100.0,"0,0046","0,0019","0,0008","0,41","0,17","0,42"
variacao_total.csv,100.0,900.0,100.0,"0,0051","0,0019","0,00046","0,38","0,09","0,24"
variacao_total.csv,100.0,1000.0,100.0,"0,0055","0,002","0,00047","0,37","0,085","0,23"
variacao_total.csv,200.0,100.0,100.0,"0,012","0,14","0,021","10,9572","1,6962","0,15"
variacao_total.csv,300.0,100.0,100.0,"0,025","1,6639","0,3","67,7982","12,2808","0,18"
variacao_total.csv,400.0,100.0,100.0,"0,037","9,7834","0,93","266,6593","25,3897","0,095"
variacao_total.csv,500.0,100.0,100.0,"0,047","41,0252","3,9689","876,4353","84,7891","0,097"
variacao_total.csv,600.0,100.0,100.0,"0,073","1044,8849","62,8794","14343,8393","863,1875","0,06"
variacao_total.csv,700.0,100.0,100.0,"0,083","656,2358","83,8123","7916,5820","1011,0804","0,13"
variacao_total.csv,800.0,100.0,100.0,"0,077","1700,9790","172,2952","22064,2130","2234,9233","0,1"
variacao_total.csv,900.0,100.0,100.0,"0,071","4375,3063","211,6161","61772,8745","2987,7076","0,048"
