arquivo_csv,quantidade_itens,capacidade_peso,capacidade_volume,algoritmo,execucoes,tempo_medio,tempo_mediano,desvio_padrao_tempo,tempo_minimo,tempo_maximo,lucro_medio,coeficiente_variacao_tempo
CSV_100a1000.csv,500,200,200,bb,10,"15,6823","12,5516","10,1727","1,4990","32,4487",7625.6,"0,65"
CSV_100a1000.csv,500,200,300,dp,10,"0,23","0,23","0,029","0,19","0,29",7599.0,"0,12"
CSV_100a1000.csv,500,200,300,bt,10,"53,7837","35,4792","54,1556","7,0425","158,2583",7599.0,"1,0069"
CSV_100a1000.csv,500,200,300,bb,10,"6,3472","6,6295","2,9417","0,62","10,0694",7599.0,"0,46"
CSV_100a1000.csv,500,200,400,dp,10,"0,35","0,33","0,051","0,28","0,43",8055.7,"0,15"
CSV_100a1000.csv,500,200,400,bt,10,"84,4519","59,9514","95,5048","4,1932","269,3126",8055.7,"1,1309"
CSV_100a1000.csv,500,200,400,bb,10,"8,1436","5,5282","7,6328","0,89","23,3551",8055.7,"0,94"
CSV_100a1000.csv,500,200,500,dp,10,"0,45","0,47","0,077","0,32","0,57",7152.8,"0,17"
CSV_100a1000.csv,500,200,500,bt,10,"43,9753","36,9659","35,3371","8,8937","117,4470",7152.8,"0,8"
CSV_100a1000.csv,500,200,500,bb,10,"11,5626","4,8386","14,7578","1,4029","46,8348",7152.8,"1,2763"
CSV_100a1000.csv,500,300,100,dp,10,"0,12","0,12","0,021","0,09","0,15",7851.9,"0,18"
CSV_100a1000.csv,500,300,100,bt,10,"137,3689","51,5629","211,5782","5,9053","656,4488",7851.9,"1,5402"
CSV_100a1000.csv,500,300,100,bb,10,"4,8933","2,4440","4,5570","1,0812","13,7418",7851.9,"0,93"
CSV_100a1000.csv,500,300,200,dp,10,"0,29","0,29","0,073","0,16","0,42",8235.9,"0,25"
CSV_100a1000.csv,500,300,200,bt,10,"171,3729","134,0930","206,4395","17,9453","732,8260",8235.9,"1,2046"
CSV_100a1000.csv,500,300,200,bb,10,"8,1526","5,0905","7,3146","2,4236","24,7510",8235.9,"0,9"
CSV_100a1000.csv,500,300,300,dp,10,"0,52","0,53","0,058","0,44","0,62",8164.3,"0,11"
CSV_100a1000.csv,500,300,300,bt,10,"194,4178","64,4667","288,7834","13,6352","963,3315",8164.3,"1,4854"
CSV_100a1000.csv,500,300,300,bb,10,"10,8692","8,5562","10,3858","1,1863","34,2623",8164.3,"0,96"
CSV_100a1000.csv,500,300,400,dp,10,"0,78","0,77","0,13","0,58","0,97",8149.5,"0,17"
CSV_100a1000.csv,500,300,400,bt,10,"187,2320","70,9852","310,4815","32,0215","1050,3075",8149.5,"1,6583"
CSV_100a1000.csv,500,300,400,bb,10,"26,1988","8,0788","36,5986","2,9301","107,7211",8149.5,"1,3970"
CSV_100a1000.csv,500,300,500,dp,10,"0,7","0,64","0,15","0,51","0,95",8168.7,"0,22"
CSV_100a1000.csv,500,300,500,bt,10,"108,5853","45,9840","185,8567","8,4847","623,2614",8168.7,"1,7116"
CSV_100a1000.csv,500,300,500,bb,10,"7,3252","5,9194","6,2416","1,4723","22,2682",8168.7,"0,85"
CSV_100a1000.csv,500,400,100,dp,10,"0,15","0,14","0,035","0,12","0,23",7493.2,"0,23"
CSV_100a1000.csv,500,400,100,bt,10,"55,8382","23,5090","85,0865","7,0123","284,9012",7493.2,"1,5238"
CSV_100a1000.csv,500,400,100,bb,10,"5,6349","3,9730","5,6479","0,45","19,2867",7493.2,"1,0023"
CSV_100a1000.csv,500,400,200,dp,10,"0,26","0,26","0,035","0,21","0,32",7302.2,"0,13"
CSV_100a1000.csv,500,400,200,bt,10,"45,3014","31,3925","45,2470","7,1158","149,6577",7302.2,1
CSV_100a1000.csv,500,400,200,bb,10,"6,5046","6,0454","5,3166","0,86","16,0134",7302.2,"0,82"
CSV_100a1000.csv,500,400,300,dp,10,"0,49","0,47","0,17","0,27","0,9",7874.6,"0,34"
CSV_100a1000.csv,500,400,300,bt,10,"220,6239","30,0675","540,2746","5,5817","1753,0780",7874.6,"2,4488"
CSV_100a1000.csv,500,400,300,bb,10,"6,9671","2,9521","8,3370","0,91","25,4777",7874.6,"1,1966"
CSV_100a1000.csv,500,400,400,dp,10,"0,74","0,72","0,17","0,43","0,99",7546.2,"0,22"
CSV_100a1000.csv,500,400,400,bt,10,"100,8444","45,4032","105,4222","7,1729","283,8861",7546.2,"1,0454"
CSV_100a1000.csv,500,400,400,bb,10,"17,4116","8,9357","26,9236","1,8098","92,7515",7546.2,"1,5463"
CSV_100a1000.csv,500,400,500,dp,10,"1,2335","1,1960","0,26","0,87","1,6729",7890.4,"0,21"
CSV_100a1000.csv,500,400,500,bt,10,"146,4009","58,3139","168,8523","6,9074","533,1504",7890.4,"1,1534"
CSV_100a1000.csv,500,400,500,bb,10,"15,9020","12,9410","17,2591","1,6110","62,1266",7890.4,"1,0853"
CSV_100a1000.csv,500,500,100,dp,10,"0,21","0,2","0,045","0,15","0,28",8214.7,"0,22"
CSV_100a1000.csv,500,500,100,bt,10,"98,6033","56,0965","113,2115","16,5739","348,6443",8214.7,"1,1482"
CSV_100a1000.csv,500,500,100,bb,10,"6,8928","3,8034","6,0547","1,5670","20,4206",8214.7,"0,88"
CSV_100a1000.csv,500,500,200,dp,10,"0,46","0,47","0,11","0,27","0,66",7570.4,"0,23"
CSV_100a1000.csv,500,500,200,bt,10,"172,2416","96,6523","246,9731","6,6482","845,6808",7570.4,"1,4339"
CSV_100a1000.csv,500,500,200,bb,10,"17,3954","6,7426","32,2592","0,81","107,8760",7570.4,"1,8545"
CSV_100a1000.csv,500,500,300,dp,10,"0,84","0,78","0,31","0,47","1,4973",7677.1,"0,37"
CSV_100a1000.csv,500,500,300,bt,10,"68,8537","39,6850","70,0717","8,0334","190,1339",7677.1,"1,0177"
CSV_100a1000.csv,500,500,300,bb,10,"14,5126","2,5381","23,5335","0,66","64,0292",7677.1,"1,6216"
CSV_100a1000.csv,500,500,400,dp,10,"1,5420","1,5202","0,3","1,0220","1,9954",8095.0,"0,19"
CSV_100a1000.csv,500,500,400,bt,10,"179,6648","104,4478","181,4606","26,6613","650,1400",8095.0,"1,0100"
CSV_100a1000.csv,500,500,400,bb,10,"12,8542","7,9411","11,3764","4,7907","42,6678",8095.0,"0,89"
CSV_100a1000.csv,500,500,500,dp,10,"1,9229","1,9914","0,54","1,1131","2,7459",7526.7,"0,28"
CSV_100a1000.csv,500,500,500,bt,10,"97,0820","80,6274","81,2378","16,0508","259,7405",7526.7,"0,84"
CSV_100a1000.csv,500,500,500,bb,10,"12,5329","6,7700","12,6399","2,0216","41,6076",7526.7,"1,0085"
CSV_100a1000.csv,600,100,100,dp,10,"0,059","0,054","0,013","0,045","0,082",7923.6,"0,23"
CSV_100a1000.csv,600,100,100,bt,10,"221,1529","140,4097","244,1747","29,6221","707,5951",7923.6,"1,1041"
CSV_100a1000.csv,600,100,100,bb,10,"13,7618","9,4442","13,6361","2,7272","45,8455",7923.6,"0,99"
CSV_100a1000.csv,600,100,200,dp,10,"0,13","0,11","0,056","0,069","0,27",8101.3,"0,43"
CSV_100a1000.csv,600,100,200,bt,10,"481,5764","192,8623","806,7065","30,7864","2686,1819",8101.3,"1,6751"
CSV_100a1000.csv,600,100,200,bb,10,"20,9546","12,4905","21,7001","4,1354","77,2663",8101.3,"1,0356"
CSV_100a1000.csv,600,100,300,dp,10,"0,17","0,16","0,03","0,12","0,22",8038.6,"0,18"
CSV_100a1000.csv,600,100,300,bt,10,"365,5566","162,9014","544,7932","38,8628","1836,1192",8038.6,"1,4903"
CSV_100a1000.csv,600,100,300,bb,10,"31,1787","23,8082","29,7329","3,8214","94,5122",8038.6,"0,95"
CSV_100a1000.csv,600,100,400,dp,10,"0,29","0,27","0,091","0,19","0,52",8072.0,"0,31"
CSV_100a1000.csv,600,100,400,bt,10,"421,2200","331,2292","414,0173","32,3404","1405,3106",8072.0,"0,98"
CSV_100a1000.csv,600,100,400,bb,10,"37,1106","29,1634","34,3308","2,4436","98,7708",8072.0,"0,93"
CSV_100a1000.csv,600,100,500,dp,10,"0,33","0,31","0,093","0,24","0,56",8206.8,"0,28"
CSV_100a1000.csv,600,100,500,bt,10,"450,9552","144,0206","793,0500","19,9796","2609,8366",8206.8,"1,7586"
CSV_100a1000.csv,600,100,500,bb,10,"44,2530","12,4722","92,6699","2,8818","306,0188",8206.8,"2,0941"
CSV_100a1000.csv,600,200,100,dp,10,"0,11","0,11","0,024","0,085","0,16",7823.7,"0,22"
CSV_100a1000.csv,600,200,100,bt,10,"192,9416","98,3001","245,3100","38,8762","854,1996",7823.7,"1,2714"
CSV_100a1000.csv,600,200,100,bb,10,"20,5519","11,5260","24,1258","2,3823","82,4689",7823.7,"1,1739"
CSV_100a1000.csv,600,200,200,dp,10,"0,18","0,17","0,029","0,14","0,24",8150.6,"0,16"
CSV_100a1000.csv,600,200,200,bt,10,"382,0099","124,6888","598,3678","59,4363","2000,1456",8150.6,"1,5664"
CSV_100a1000.csv,600,200,200,bb,10,"24,3133","9,4611","33,7327","6,3308","110,0824",8150.6,"1,3874"
CSV_100a1000.csv,600,200,300,dp,10,"0,25","0,26","0,024","0,22","0,28",7696.0,"0,093"
CSV_100a1000.csv,600,200,300,bt,10,"147,4280","144,3136","80,5367","24,4003","298,4351",7696.0,"0,55"
CSV_100a1000.csv,600,200,300,bb,10,"33,6554","28,9086","26,5503","3,7533","78,1638",7696.0,"0,79"
CSV_100a1000.csv,600,200,400,dp,10,"0,35","0,34","0,038","0,32","0,44",8404.6,"0,11"
CSV_100a1000.csv,600,200,400,bt,10,"316,3783","324,1347","196,3385","50,8525","684,3097",8404.6,"0,62"
CSV_100a1000.csv,600,200,400,bb,10,"41,0309","33,3961","34,4364","4,1824","105,8106",8404.6,"0,84"
CSV_100a1000.csv,600,200,500,dp,10,"0,42","0,4","0,05","0,35","0,51",8279.9,"0,12"
CSV_100a1000.csv,600,200,500,bt,10,"126,1575","83,3699","116,3686","33,0260","390,0469",8279.9,"0,92"
CSV_100a1000.csv,600,200,500,bb,10,"15,6347","8,8582","16,6817","4,2224","50,4469",8279.9,"1,0670"
CSV_100a1000.csv,600,300,100,dp,10,"0,13","0,13","0,021","0,097","0,16",7861.8,"0,16"
CSV_100a1000.csv,600,300,100,bt,10,"226,5087","54,9178","292,3996","24,7110","820,0880",7861.8,"1,2909"
CSV_100a1000.csv,600,300,100,bb,10,"19,4930","6,1078","32,1946","2,0227","103,5580",7861.8,"1,6516"
CSV_100a1000.csv,600,300,200,dp,10,"0,22","0,22","0,031","0,18","0,28",8009.3,"0,14"
CSV_100a1000.csv,600,300,200,bt,10,"606,9826","290,4088","747,8935","6,4365","2333,8632",8009.3,"1,2321"
CSV_100a1000.csv,600,300,200,bb,10,"25,6339","21,0332","20,3077","1,7672","63,3891",8009.3,"0,79"
CSV_100a1000.csv,600,300,300,dp,10,"0,33","0,34","0,025","0,29","0,37",8526.3,"0,077"
CSV_100a1000.csv,600,300,300,bt,10,"635,1426","361,3328","763,9587","76,8856","2175,1942",8526.3,"1,2028"
CSV_100a1000.csv,600,300,300,bb,10,"67,6443","38,2682","86,9524","3,2172","292,2005",8526.3,"1,2854"
CSV_100a1000.csv,600,300,400,dp,10,"0,48","0,48","0,073","0,37","0,6",8416.7,"0,15"
CSV_100a1000.csv,600,300,400,bt,10,"253,2831","135,2652","314,1789","19,0062","983,9720",8416.7,"1,2404"
CSV_100a1000.csv,600,300,400,bb,10,"28,0511","9,9112","59,0294","2,4325","195,2210",8416.7,"2,1044"
CSV_100a1000.csv,600,300,500,dp,10,"0,79","0,81","0,2","0,44","1,0753",8348.0,"0,25"
CSV_100a1000.csv,600,300,500,bt,10,"306,8193","285,8190","241,5772","13,5934","822,3229",8348.0,"0,79"
CSV_100a1000.csv,600,300,500,bb,10,"41,6608","22,9609","68,3884","2,9687","230,7919",8348.0,"1,6416"
CSV_100a1000.csv,600,400,100,dp,2,"0,16","0,16","0,016","0,14","0,17",7859.0,"0,1"
CSV_100a1000.csv,600,400,100,bt,1,"85,3400","85,3400",,"85,3400","85,3400",7617.0,
CSV_100a1000.csv,600,400,100,bb,1,"11,1719","11,1719",,"11,1719","11,1719",7617.0,
CSV_100a1000.csv,700,500,500,dp,10,"4,6930","3,8115","1,7589","2,7585","7,9340",8738.4,"0,37"
CSV_100a1000.csv,700,500,500,bt,10,"2614,0059","2058,2808","2720,3505","364,6495","9360,8015",8738.4,"1,0407"
CSV_100a1000.csv,700,500,500,bb,10,"383,1361","248,5848","345,5671","60,5248","985,1864",8738.4,"0,9"
CSV_100a1000.csv,800,500,500,dp,3,"4,5788","4,3532","0,55","4,1816","5,2017",10022.333333333334,"0,12"
CSV_100a1000.csv,800,500,500,bt,3,"6021,4829","7441,9415","2547,4614","3080,4952","7542,0120",10022.333333333334,"0,42"
CSV_100a1000.csv,800,500,500,bb,2,"805,7894","805,7894","150,6579","699,2582","912,3207",10034.5,"0,19"
CSV_100a1000.csv,1000,200,200,dp,2,"0,44","0,44","0,059","0,4","0,48",8758.5,"0,13"
CSV_100a1000.csv,1000,200,200,bt,1,"5972,6882","5972,6882",,"5972,6882","5972,6882",9398.0,
CSV_100a1000.csv,1000,200,200,bb,1,"343,2637","343,2637",,"343,2637","343,2637",9398.0,
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,1000,dp,10,"0,0073","0,0078","0,0041","0,001","0,015",3809.4,"0,56"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,1000,bt,10,"0,0016","0,0016","0,00081","0,00035","0,0028",3809.4,"0,49"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,1000,bb,10,"0,00056","0,00041","0,00041","0,00012","0,0013",3809.4,"0,74"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,100000,dp,10,"0,014","0,012","0,0071","0,0042","0,025",4618.4,"0,5"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,100000,bt,10,"0,0047","0,0044","0,0027","0,0014","0,011",4618.4,"0,57"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,100000,bb,10,"0,0012","0,00086","0,00095","0,00023","0,0032",4618.4,"0,82"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,1000000,dp,10,"0,0066","0,0051","0,0048","0,0013","0,016",4275.5,"0,73"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,1000000,bt,10,"0,0026","0,0023","0,0018","0,00045","0,0058",4275.5,"0,69"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,1000000,bb,10,"0,00067","0,00044","0,0006","0,0002","0,0022",4275.5,"0,89"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,10000000,dp,10,"0,0099","0,0053","0,011","0,0012","0,037",4180.3,"1,1391"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,10000000,bt,10,"0,0035","0,0019","0,0043","0,00038","0,014",4180.3,"1,2329"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,10000000,bb,10,"0,00078","0,00047","0,00063","0,00023","0,0019",4180.3,"0,81"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,100000000,dp,10,"0,0068","0,006","0,0053","0,00071","0,017",4389.6,"0,78"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,100000000,bt,10,"0,0023","0,0025","0,0015","0,00039","0,0048",4389.6,"0,65"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,100000000,bb,10,"0,00079","0,00068","0,00066","0,000077","0,0021",4389.6,"0,84"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,1000000000,dp,10,"0,017","0,0052","0,024","0,0025","0,066",4161.9,"1,3657"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,1000000000,bt,10,"0,0032","0,0019","0,0027","0,0012","0,0093",4161.9,"0,83"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000,1000000000,bb,10,"0,00065","0,00055","0,00036","0,00031","0,0015",4161.9,"0,55"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,1000,dp,10,"0,0082","0,0061","0,0068","0,0026","0,025",3940.4,"0,83"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,1000,bt,10,"0,0022","0,0016","0,0019","0,0004","0,0071",3940.4,"0,88"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,1000,bb,10,"0,0008","0,00063","0,00067","0,00023","0,0025",3940.4,"0,83"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,100000,dp,10,"0,015","0,014","0,011","0,0024","0,036",4788.8,"0,77"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,100000,bt,10,"0,0049","0,0038","0,0041","0,00064","0,012",4788.8,"0,84"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,100000,bb,10,"0,0011","0,00069","0,0009","0,00032","0,0031",4788.8,"0,81"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,1000000,dp,10,"0,015","0,0081","0,021","0,0018","0,073",4313.3,"1,4006"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,1000000,bt,10,"0,003","0,0032","0,0015","0,00051","0,0053",4313.3,"0,51"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,1000000,bb,10,"0,00073","0,00067","0,00043","0,00012","0,0014",4313.3,"0,59"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,10000000,dp,10,"0,01","0,0061","0,013","0,001","0,043",4321.4,"1,2490"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,10000000,bt,10,"0,003","0,0018","0,003","0,00064","0,01",4321.4,1
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,10000000,bb,10,"0,00086","0,00082","0,00061","0,00026","0,0022",4321.4,"0,71"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,100000000,dp,10,"0,0067","0,0073","0,0039","0,00068","0,011",4023.3,"0,58"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,100000000,bt,10,"0,0024","0,0029","0,0016","0,00019","0,0041",4023.3,"0,66"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,100000000,bb,10,"0,00045","0,00042","0,00032","0,000082","0,0011",4023.3,"0,71"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,1000000000,dp,10,"0,0089","0,0038","0,014","0,00081","0,046",3856.6,"1,5308"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,1000000000,bt,10,"0,0028","0,0021","0,0026","0,00037","0,0078",3856.6,"0,95"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000,1000000000,bb,10,"0,001","0,0009","0,0007","0,00021","0,0023",3856.6,"0,7"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,1000,dp,10,"0,012","0,0082","0,011","0,0015","0,035",4513.9,"0,92"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,1000,bt,10,"0,0032","0,002","0,0035","0,00055","0,012",4513.9,"1,0945"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,1000,bb,10,"0,00094","0,00087","0,00077","0,000054","0,0025",4513.9,"0,82"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,100000,dp,10,"0,0058","0,0049","0,0037","0,0018","0,012",3799.7,"0,65"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,100000,bt,10,"0,002","0,0017","0,0012","0,0006","0,0042",3799.7,"0,61"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,100000,bb,10,"0,00059","0,00048","0,00042","0,00015","0,0015",3799.7,"0,72"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,1000000,dp,10,"0,0083","0,007","0,005","0,0023","0,017",4491.8,"0,61"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,1000000,bt,10,"0,0028","0,0024","0,0018","0,00089","0,0062",4491.8,"0,65"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,1000000,bb,10,"0,0006","0,00059","0,0004","0,00011","0,0014",4491.8,"0,67"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,10000000,dp,10,"0,0069","0,0053","0,007","0,001","0,024",4263.0,"1,0171"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,10000000,bt,10,"0,0024","0,0015","0,0022","0,00056","0,0072",4263.0,"0,92"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,10000000,bb,10,"0,00056","0,00035","0,00047","0,00025","0,0016",4263.0,"0,84"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,100000000,dp,10,"0,0089","0,0057","0,007","0,0032","0,025",4335.2,"0,78"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,100000000,bt,10,"0,0025","0,0021","0,0014","0,00071","0,0056",4335.2,"0,58"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,100000000,bb,10,"0,00043","0,00036","0,00033","0,00013","0,0013",4335.2,"0,76"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,1000000000,dp,10,"0,012","0,011","0,0081","0,0014","0,024",4431.0,"0,67"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,1000000000,bt,10,"0,0037","0,0032","0,0022","0,00074","0,0067",4431.0,"0,61"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000,1000000000,bb,10,"0,00068","0,00052","0,00045","0,00029","0,0015",4431.0,"0,67"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,1000,dp,10,"0,0044","0,0025","0,0038","0,00088","0,011",3923.2,"0,85"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,1000,bt,10,"0,0017","0,0011","0,0012","0,00046","0,0038",3923.2,"0,71"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,1000,bb,10,"0,00064","0,00044","0,00048","0,00027","0,0018",3923.2,"0,74"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,100000,dp,10,"0,0075","0,0073","0,0036","0,0019","0,013",4170.3,"0,48"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,100000,bt,10,"0,003","0,0025","0,0022","0,00093","0,008",4170.3,"0,73"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,100000,bb,10,"0,00074","0,00049","0,00056","0,00031","0,0021",4170.3,"0,76"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,1000000,dp,10,"0,019","0,0088","0,028","0,0016","0,093",4725.9,"1,4721"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,1000000,bt,10,"0,0032","0,0018","0,0031","0,00063","0,01",4725.9,"0,96"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,1000000,bb,10,"0,00083","0,00044","0,001","0,00006","0,0037",4725.9,"1,2498"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,10000000,dp,10,"0,0043","0,0024","0,0032","0,0016","0,0094",3741.8,"0,74"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,10000000,bt,10,"0,0015","0,0011","0,0012","0,0004","0,0039",3741.8,"0,79"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,10000000,bb,10,"0,00064","0,00049","0,00057","0,00019","0,0022",3741.8,"0,9"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,100000000,dp,10,"0,0069","0,005","0,0061","0,0019","0,021",4348.5,"0,88"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,100000000,bt,10,"0,0025","0,0022","0,0015","0,001","0,006",4348.5,"0,61"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,100000000,bb,10,"0,00063","0,0004","0,00055","0,00014","0,0019",4348.5,"0,86"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,1000000000,dp,10,"0,01","0,0054","0,014","0,00067","0,047",4288.8,"1,3277"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,1000000000,bt,10,"0,0036","0,0024","0,0041","0,00031","0,014",4288.8,"1,1470"
CSV_300itens_aumento_de_peso_e_volume.csv,100,10000000,1000000000,bb,10,"0,00069","0,00045","0,00091","0,00013","0,0032",4288.8,"1,3245"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,1000,dp,10,"0,0079","0,0065","0,0055","0,0012","0,021",4280.7,"0,69"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,1000,bt,10,"0,002","0,0018","0,0013","0,0006","0,0054",4280.7,"0,63"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,1000,bb,10,"0,00073","0,00056","0,0006","0,00017","0,0021",4280.7,"0,82"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,100000,dp,10,"0,013","0,0079","0,017","0,0021","0,06",4177.7,"1,3015"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,100000,bt,10,"0,0029","0,0025","0,0019","0,00057","0,0068",4177.7,"0,64"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,100000,bb,10,"0,00099","0,00049","0,0013","0,00016","0,0047",4177.7,"1,3674"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,1000000,dp,10,"0,0067","0,0048","0,006","0,0012","0,02",4323.1,"0,89"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,1000000,bt,10,"0,0032","0,0025","0,0034","0,00045","0,012",4323.1,"1,0674"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,1000000,bb,10,"0,00038","0,00032","0,00019","0,00016","0,00065",4323.1,"0,5"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,10000000,dp,10,"0,0082","0,0053","0,0074","0,0024","0,027",4314.9,"0,91"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,10000000,bt,10,"0,0034","0,0021","0,0033","0,00077","0,01",4314.9,"0,95"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,10000000,bb,10,"0,0009","0,0008","0,00041","0,00046","0,0015",4314.9,"0,45"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,100000000,dp,10,"0,044","0,0068","0,072","0,0015","0,22",4607.1,"1,6489"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,100000000,bt,10,"0,0062","0,0035","0,0069","0,0008","0,022",4607.1,"1,1129"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,100000000,bb,10,"0,00084","0,00078","0,00064","0,00013","0,0022",4607.1,"0,77"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,1000000000,dp,10,"0,005","0,0036","0,0036","0,0014","0,011",4602.8,"0,71"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,1000000000,bt,10,"0,0019","0,0015","0,0013","0,00048","0,0041",4602.8,"0,69"
CSV_300itens_aumento_de_peso_e_volume.csv,100,100000000,1000000000,bb,10,"0,00089","0,00036","0,0012","0,00029","0,0043",4602.8,"1,3813"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000000,1000,dp,10,"0,0075","0,0051","0,0052","0,0022","0,014",4187.1,"0,69"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000000,1000,bt,10,"0,0033","0,0031","0,0024","0,00084","0,0078",4187.1,"0,75"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000000,1000,bb,10,"0,0011","0,0007","0,0011","0,00011","0,0039",4187.1,"1,0101"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000000,100000,dp,10,"0,011","0,0048","0,014","0,00098","0,048",4223.3,"1,3429"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000000,100000,bt,10,"0,0033","0,0024","0,0031","0,00039","0,01",4223.3,"0,91"
CSV_300itens_aumento_de_peso_e_volume.csv,100,1000000000,100000,bb,10,"0,00091","0,00086","0,00056","0,0002","0,0016",4223.3,"0,62"
