arquivo_csv,quantidade_itens,capacidade_peso,capacidade_volume,algoritmo_mais_rapido,menor_tempo_medio
bb_dp_combinacoes_1000_nwp.csv,200.0,100.0,100.0,dp,"0,015"
bb_dp_combinacoes_1000_nwp.csv,200.0,100.0,200.0,bb,"0,017"
bb_dp_combinacoes_1000_nwp.csv,200.0,100.0,300.0,bb,"0,017"
bb_dp_combinacoes_1000_nwp.csv,200.0,100.0,400.0,bb,"0,015"
bb_dp_combinacoes_1000_nwp.csv,200.0,100.0,500.0,bb,"0,02"
bb_dp_combinacoes_1000_nwp.csv,200.0,100.0,600.0,bb,"0,031"
bb_dp_combinacoes_1000_nwp.csv,200.0,100.0,700.0,bb,"0,033"
bb_dp_combinacoes_1000_nwp.csv,200.0,100.0,800.0,bb,"0,022"
bb_dp_combinacoes_1000_nwp.csv,200.0,100.0,900.0,bb,"0,014"
bb_dp_combinacoes_1000_nwp.csv,200.0,100.0,1000.0,bb,"0,031"
bb_dp_combinacoes_1000_nwp.csv,200.0,200.0,100.0,dp,"0,018"
bb_dp_combinacoes_1000_nwp.csv,200.0,200.0,200.0,bb,"0,02"
bb_dp_combinacoes_1000_nwp.csv,200.0,200.0,300.0,bb,"0,012"
bb_dp_combinacoes_1000_nwp.csv,200.0,200.0,400.0,bb,"0,026"
bb_dp_combinacoes_1000_nwp.csv,200.0,200.0,500.0,bb,"0,029"
bb_dp_combinacoes_1000_nwp.csv,200.0,200.0,600.0,bb,"0,03"
bb_dp_combinacoes_1000_nwp.csv,200.0,200.0,700.0,bb,"0,039"
bb_dp_combinacoes_1000_nwp.csv,200.0,200.0,800.0,bb,"0,015"
bb_dp_combinacoes_1000_nwp.csv,200.0,200.0,900.0,bb,"0,028"
bb_dp_combinacoes_1000_nwp.csv,200.0,200.0,1000.0,bb,"0,041"
bb_dp_combinacoes_1000_nwp.csv,200.0,300.0,100.0,dp,"0,045"
bb_dp_combinacoes_1000_nwp.csv,200.0,300.0,200.0,bb,"0,043"
bb_dp_combinacoes_1000_nwp.csv,200.0,300.0,300.0,bb,"0,03"
bb_dp_combinacoes_1000_nwp.csv,200.0,300.0,400.0,bb,"0,03"
bb_dp_combinacoes_1000_nwp.csv,200.0,300.0,500.0,bb,"0,036"
bb_dp_combinacoes_1000_nwp.csv,200.0,300.0,600.0,bb,"0,039"
bb_dp_combinacoes_1000_nwp.csv,200.0,300.0,700.0,bb,"0,051"
bb_dp_combinacoes_1000_nwp.csv,200.0,300.0,800.0,bb,"0,07"
bb_dp_combinacoes_1000_nwp.csv,200.0,300.0,900.0,bb,"0,036"
bb_dp_combinacoes_1000_nwp.csv,200.0,300.0,1000.0,bb,"0,034"
bb_dp_combinacoes_1000_nwp.csv,200.0,400.0,100.0,bb,"0,028"
bb_dp_combinacoes_1000_nwp.csv,200.0,400.0,200.0,bb,"0,08"
bb_dp_combinacoes_1000_nwp.csv,200.0,400.0,300.0,bb,"0,032"
bb_dp_combinacoes_1000_nwp.csv,200.0,400.0,400.0,bb,"0,021"
bb_dp_combinacoes_1000_nwp.csv,200.0,400.0,500.0,bb,"0,018"
bb_dp_combinacoes_1000_nwp.csv,200.0,400.0,600.0,bb,"0,031"
bb_dp_combinacoes_1000_nwp.csv,200.0,400.0,700.0,bb,"0,017"
bb_dp_combinacoes_1000_nwp.csv,200.0,400.0,800.0,bb,"0,031"
bb_dp_combinacoes_1000_nwp.csv,200.0,400.0,900.0,bb,"0,015"
bb_dp_combinacoes_1000_nwp.csv,200.0,400.0,1000.0,bb,"0,019"
bb_dp_combinacoes_1000_nwp.csv,200.0,500.0,100.0,bb,"0,013"
bb_dp_combinacoes_1000_nwp.csv,200.0,500.0,200.0,bb,"0,037"
bb_dp_combinacoes_1000_nwp.csv,200.0,500.0,300.0,bb,"0,021"
bb_dp_combinacoes_1000_nwp.csv,200.0,500.0,400.0,bb,"0,025"
bb_dp_combinacoes_1000_nwp.csv,200.0,500.0,500.0,bb,"0,028"
bb_dp_combinacoes_1000_nwp.csv,200.0,500.0,600.0,bb,"0,041"
bb_dp_combinacoes_1000_nwp.csv,200.0,500.0,700.0,bb,"0,035"
bb_dp_combinacoes_1000_nwp.csv,200.0,500.0,800.0,bb,"0,014"
bb_dp_combinacoes_1000_nwp.csv,200.0,500.0,900.0,bb,"0,015"
bb_dp_combinacoes_1000_nwp.csv,200.0,500.0,1000.0,bb,"0,024"
bb_dp_combinacoes_1000_nwp.csv,200.0,600.0,100.0,bb,"0,014"
bb_dp_combinacoes_1000_nwp.csv,200.0,600.0,200.0,bb,"0,018"
bb_dp_combinacoes_1000_nwp.csv,200.0,600.0,300.0,bb,"0,02"
bb_dp_combinacoes_1000_nwp.csv,200.0,600.0,400.0,bb,"0,034"
bb_dp_combinacoes_1000_nwp.csv,200.0,600.0,500.0,bb,"0,023"
bb_dp_combinacoes_1000_nwp.csv,200.0,600.0,600.0,bb,"0,017"
bb_dp_combinacoes_1000_nwp.csv,200.0,600.0,700.0,bb,"0,016"
bb_dp_combinacoes_1000_nwp.csv,200.0,600.0,800.0,bb,"0,032"
bb_dp_combinacoes_1000_nwp.csv,200.0,600.0,900.0,bb,"0,027"
bb_dp_combinacoes_1000_nwp.csv,200.0,600.0,1000.0,bb,"0,049"
bb_dp_combinacoes_1000_nwp.csv,200.0,700.0,100.0,bb,"0,025"
bb_dp_combinacoes_1000_nwp.csv,200.0,700.0,200.0,bb,"0,028"
bb_dp_combinacoes_1000_nwp.csv,200.0,700.0,300.0,bb,"0,027"
bb_dp_combinacoes_1000_nwp.csv,200.0,700.0,400.0,bb,"0,018"
bb_dp_combinacoes_1000_nwp.csv,200.0,700.0,500.0,bb,"0,014"
bb_dp_combinacoes_1000_nwp.csv,200.0,700.0,600.0,bb,"0,018"
bb_dp_combinacoes_1000_nwp.csv,200.0,700.0,700.0,bb,"0,013"
bb_dp_combinacoes_1000_nwp.csv,200.0,700.0,800.0,bb,"0,032"
bb_dp_combinacoes_1000_nwp.csv,200.0,700.0,900.0,bb,"0,054"
bb_dp_combinacoes_1000_nwp.csv,200.0,700.0,1000.0,bb,"0,061"
bb_dp_combinacoes_1000_nwp.csv,200.0,800.0,100.0,bb,"0,025"
bb_dp_combinacoes_1000_nwp.csv,200.0,800.0,200.0,bb,"0,024"
bb_dp_combinacoes_1000_nwp.csv,200.0,800.0,300.0,bb,"0,075"
bb_dp_combinacoes_1000_nwp.csv,200.0,800.0,400.0,bb,"0,038"
bb_dp_combinacoes_1000_nwp.csv,200.0,800.0,500.0,bb,"0,027"
bb_dp_combinacoes_1000_nwp.csv,200.0,800.0,600.0,bb,"0,039"
bb_dp_combinacoes_1000_nwp.csv,200.0,800.0,700.0,bb,"0,026"
bb_dp_combinacoes_1000_nwp.csv,200.0,800.0,800.0,bb,"0,014"
bb_dp_combinacoes_1000_nwp.csv,200.0,800.0,900.0,bb,"0,036"
bb_dp_combinacoes_1000_nwp.csv,200.0,800.0,1000.0,bb,"0,028"
bb_dp_combinacoes_1000_nwp.csv,200.0,900.0,100.0,bb,"0,012"
bb_dp_combinacoes_1000_nwp.csv,200.0,900.0,200.0,bb,"0,024"
bb_dp_combinacoes_1000_nwp.csv,200.0,900.0,300.0,bb,"0,016"
bb_dp_combinacoes_1000_nwp.csv,200.0,900.0,400.0,bb,"0,03"
bb_dp_combinacoes_1000_nwp.csv,200.0,900.0,500.0,bb,"0,014"
bb_dp_combinacoes_1000_nwp.csv,200.0,900.0,600.0,bb,"0,025"
bb_dp_combinacoes_1000_nwp.csv,200.0,900.0,700.0,bb,"0,011"
bb_dp_combinacoes_1000_nwp.csv,200.0,900.0,800.0,bb,"0,019"
bb_dp_combinacoes_1000_nwp.csv,200.0,900.0,900.0,bb,"0,026"
bb_dp_combinacoes_1000_nwp.csv,200.0,900.0,1000.0,bb,"0,021"
bb_dp_combinacoes_1000_nwp.csv,200.0,1000.0,100.0,bb,"0,015"
bb_dp_combinacoes_1000_nwp.csv,200.0,1000.0,200.0,bb,"0,028"
bb_dp_combinacoes_1000_nwp.csv,200.0,1000.0,300.0,bb,"0,013"
bb_dp_combinacoes_1000_nwp.csv,200.0,1000.0,400.0,bb,"0,017"
bb_dp_combinacoes_1000_nwp.csv,200.0,1000.0,500.0,bb,"0,035"
bb_dp_combinacoes_1000_nwp.csv,200.0,1000.0,600.0,bb,"0,019"
bb_dp_combinacoes_1000_nwp.csv,200.0,1000.0,700.0,bb,"0,027"
bb_dp_combinacoes_1000_nwp.csv,200.0,1000.0,800.0,bb,"0,02"
bb_dp_combinacoes_1000_nwp.csv,200.0,1000.0,900.0,bb,"0,0092"
bb_dp_combinacoes_1000_nwp.csv,200.0,1000.0,1000.0,bb,"0,014"
bb_dp_combinacoes_1000_nwp.csv,300.0,100.0,100.0,dp,"0,021"
bb_dp_combinacoes_1000_nwp.csv,300.0,100.0,200.0,dp,"0,029"
bb_dp_combinacoes_1000_nwp.csv,300.0,100.0,300.0,dp,"0,041"
bb_dp_combinacoes_1000_nwp.csv,300.0,100.0,400.0,dp,"0,061"
bb_dp_combinacoes_1000_nwp.csv,300.0,100.0,500.0,dp,"0,082"
bb_dp_combinacoes_1000_nwp.csv,300.0,100.0,600.0,dp,"0,11"
bb_dp_combinacoes_1000_nwp.csv,300.0,100.0,700.0,dp,"0,12"
bb_dp_combinacoes_1000_nwp.csv,300.0,100.0,800.0,dp,"0,16"
bb_dp_combinacoes_1000_nwp.csv,300.0,100.0,900.0,dp,"0,19"
bb_dp_combinacoes_1000_nwp.csv,300.0,100.0,1000.0,dp,"0,29"
bb_dp_combinacoes_1000_nwp.csv,300.0,200.0,100.0,dp,"0,042"
bb_dp_combinacoes_1000_nwp.csv,300.0,200.0,200.0,dp,"0,07"
bb_dp_combinacoes_1000_nwp.csv,300.0,200.0,300.0,dp,"0,18"
bb_dp_combinacoes_1000_nwp.csv,300.0,200.0,400.0,dp,"0,4"
bb_dp_combinacoes_1000_nwp.csv,300.0,200.0,500.0,dp,"0,28"
bb_dp_combinacoes_1000_nwp.csv,300.0,200.0,600.0,dp,"0,35"
bb_dp_combinacoes_1000_nwp.csv,300.0,200.0,700.0,dp,"0,35"
bb_dp_combinacoes_1000_nwp.csv,300.0,200.0,800.0,bb,"0,18"
bb_dp_combinacoes_1000_nwp.csv,300.0,200.0,900.0,bb,"0,25"
bb_dp_combinacoes_1000_nwp.csv,300.0,200.0,1000.0,dp,"0,31"
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,100.0,dp,"0,048"
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,200.0,dp,"0,077"
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,300.0,dp,"0,13"
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,400.0,dp,"0,18"
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,500.0,bb,"0,24"
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,600.0,bb,"0,23"
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,700.0,bb,"0,29"
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,800.0,bb,"0,2"
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,900.0,bb,"0,36"
bb_dp_combinacoes_1000_nwp.csv,300.0,300.0,1000.0,bb,"0,24"
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,100.0,dp,"0,064"
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,200.0,dp,"0,11"
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,300.0,dp,"0,15"
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,400.0,dp,"0,17"
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,500.0,bb,"0,15"
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,600.0,bb,"0,21"
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,700.0,dp,"0,49"
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,800.0,bb,"0,34"
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,900.0,bb,"0,33"
bb_dp_combinacoes_1000_nwp.csv,300.0,400.0,1000.0,bb,"0,18"
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,100.0,dp,"0,063"
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,200.0,dp,"0,13"
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,300.0,bb,"0,16"
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,400.0,bb,"0,2"
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,500.0,bb,"0,25"
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,600.0,bb,"0,24"
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,700.0,bb,"0,24"
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,800.0,bb,"0,21"
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,900.0,dp,"0,56"
bb_dp_combinacoes_1000_nwp.csv,300.0,500.0,1000.0,bb,"0,22"
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,100.0,dp,"0,067"
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,200.0,dp,"0,14"
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,300.0,bb,"0,11"
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,400.0,bb,"0,14"
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,500.0,bb,"0,41"
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,600.0,bb,"0,18"
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,700.0,bb,"0,32"
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,800.0,bb,"0,16"
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,900.0,bb,"0,13"
bb_dp_combinacoes_1000_nwp.csv,300.0,600.0,1000.0,bb,"0,28"
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,100.0,dp,"0,088"
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,200.0,dp,"0,17"
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,300.0,dp,"0,29"
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,400.0,bb,"0,17"
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,500.0,bb,"0,27"
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,600.0,bb,"0,21"
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,700.0,bb,"0,2"
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,800.0,bb,"0,28"
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,900.0,bb,"0,26"
bb_dp_combinacoes_1000_nwp.csv,300.0,700.0,1000.0,bb,"0,19"
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,100.0,dp,"0,11"
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,200.0,bb,"0,19"
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,300.0,bb,"0,23"
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,400.0,bb,"0,16"
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,500.0,bb,"0,18"
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,600.0,bb,"0,24"
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,700.0,bb,"0,24"
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,800.0,bb,"0,19"
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,900.0,bb,"0,26"
bb_dp_combinacoes_1000_nwp.csv,300.0,800.0,1000.0,bb,"0,32"
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,100.0,dp,"0,1"
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,200.0,bb,"0,13"
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,300.0,bb,"0,13"
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,400.0,bb,"0,35"
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,500.0,bb,"0,33"
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,600.0,bb,"0,36"
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,700.0,bb,"0,2"
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,800.0,bb,"0,23"
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,900.0,bb,"0,13"
bb_dp_combinacoes_1000_nwp.csv,300.0,900.0,1000.0,bb,"0,19"
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,100.0,bb,"0,1"
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,200.0,bb,"0,12"
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,300.0,bb,"0,2"
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,400.0,dp,"0,55"
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,500.0,bb,"0,26"
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,600.0,bb,"0,38"
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,700.0,bb,"0,26"
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,800.0,bb,"0,22"
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,900.0,bb,"0,36"
bb_dp_combinacoes_1000_nwp.csv,300.0,1000.0,1000.0,bb,"0,22"
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,100.0,dp,"0,026"
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,200.0,dp,"0,05"
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,300.0,dp,"0,071"
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,400.0,dp,"0,095"
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,500.0,dp,"0,14"
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,600.0,dp,"0,16"
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,700.0,dp,"0,22"
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,800.0,dp,"0,21"
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,900.0,dp,"0,28"
bb_dp_combinacoes_1000_nwp.csv,400.0,100.0,1000.0,dp,"0,27"
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,100.0,dp,"0,051"
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,200.0,dp,"0,093"
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,300.0,dp,"0,15"
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,400.0,dp,"0,19"
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,500.0,dp,"0,27"
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,600.0,dp,"0,36"
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,700.0,dp,"0,46"
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,800.0,dp,"0,47"
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,900.0,dp,"0,56"
bb_dp_combinacoes_1000_nwp.csv,400.0,200.0,1000.0,dp,"0,56"
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,100.0,dp,"0,066"
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,200.0,dp,"0,14"
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,300.0,dp,"0,19"
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,400.0,dp,"0,3"
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,500.0,dp,"0,38"
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,600.0,dp,"0,47"
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,700.0,dp,"0,56"
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,800.0,dp,"0,81"
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,900.0,dp,"0,82"
bb_dp_combinacoes_1000_nwp.csv,400.0,300.0,1000.0,dp,"0,78"
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,100.0,dp,"0,089"
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,200.0,dp,"0,18"
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,300.0,dp,"0,25"
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,400.0,dp,"0,48"
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,500.0,dp,"0,54"
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,600.0,dp,"0,61"
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,700.0,dp,"0,91"
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,800.0,dp,"0,89"
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,900.0,dp,"0,98"
bb_dp_combinacoes_1000_nwp.csv,400.0,400.0,1000.0,dp,"0,94"
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,100.0,dp,"0,11"
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,200.0,dp,"0,2"
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,300.0,dp,"0,42"
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,400.0,dp,"0,61"
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,500.0,dp,"0,84"
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,600.0,dp,"1,1417"
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,700.0,dp,"1,0443"
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,800.0,dp,"1,0018"
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,900.0,dp,"0,91"
bb_dp_combinacoes_1000_nwp.csv,400.0,500.0,1000.0,dp,"0,83"
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,100.0,dp,"0,12"
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,200.0,dp,"0,29"
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,300.0,dp,"0,51"
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,400.0,dp,"0,75"
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,500.0,dp,"0,96"
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,600.0,dp,"1,0766"
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,700.0,dp,"0,96"
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,800.0,dp,1
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,900.0,dp,"0,79"
bb_dp_combinacoes_1000_nwp.csv,400.0,600.0,1000.0,dp,"0,79"
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,100.0,dp,"0,15"
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,200.0,dp,"0,4"
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,300.0,dp,"0,62"
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,400.0,dp,"0,98"
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,500.0,dp,"1,1344"
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,600.0,dp,"0,85"
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,700.0,dp,"0,88"
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,800.0,dp,"0,78"
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,900.0,dp,"0,78"
bb_dp_combinacoes_1000_nwp.csv,400.0,700.0,1000.0,dp,"0,77"
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,100.0,dp,"0,19"
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,200.0,dp,"0,43"
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,300.0,dp,"0,81"
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,400.0,dp,"1,1248"
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,500.0,dp,"1,1060"
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,600.0,dp,"0,86"
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,700.0,dp,"0,8"
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,800.0,dp,"0,75"
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,900.0,dp,"0,69"
bb_dp_combinacoes_1000_nwp.csv,400.0,800.0,1000.0,dp,"0,68"
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,100.0,dp,"0,2"
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,200.0,dp,"0,61"
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,300.0,dp,"1,1193"
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,400.0,dp,"1,0404"
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,500.0,dp,"0,88"
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,600.0,dp,"0,99"
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,700.0,dp,"0,84"
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,800.0,dp,"0,69"
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,900.0,dp,"0,73"
bb_dp_combinacoes_1000_nwp.csv,400.0,900.0,1000.0,dp,"0,67"
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,100.0,dp,"0,23"
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,200.0,dp,"0,68"
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,300.0,dp,"1,1987"
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,400.0,dp,"1,1066"
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,500.0,dp,"0,95"
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,600.0,dp,"0,76"
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,700.0,dp,"0,69"
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,800.0,dp,"0,71"
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,900.0,dp,"0,69"
bb_dp_combinacoes_1000_nwp.csv,400.0,1000.0,1000.0,dp,"0,72"
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,100.0,dp,"0,038"
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,200.0,dp,"0,068"
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,300.0,dp,"0,11"
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,400.0,dp,"0,15"
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,500.0,dp,"0,2"
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,600.0,dp,"0,24"
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,700.0,dp,"0,29"
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,800.0,dp,"0,36"
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,900.0,dp,"0,45"
bb_dp_combinacoes_1000_nwp.csv,500.0,100.0,1000.0,dp,"0,44"
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,100.0,dp,"0,066"
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,200.0,dp,"0,13"
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,300.0,dp,"0,24"
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,400.0,dp,"0,34"
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,500.0,dp,"0,47"
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,600.0,dp,"0,55"
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,700.0,dp,"0,62"
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,800.0,dp,"0,68"
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,900.0,dp,"0,79"
bb_dp_combinacoes_1000_nwp.csv,500.0,200.0,1000.0,dp,"0,92"
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,100.0,dp,"0,096"
bb_dp_combinacoes_1000_nwp.csv,500.0,300.0,200.0,dp,"0,19"
