n,W,V,rep,instance,algorithm,profit,chosen_items,time_seconds,time_unit
100,10000000,100000,9,instances/n100_w10000000_v100000_r9.txt,dp,4392,"22 46 60 63 72 83",0.012868914,seconds
100,10000000,100000,9,instances/n100_w10000000_v100000_r9.txt,bt,4392,"22 46 60 63 72 83",0.003067232,seconds
100,10000000,100000,9,instances/n100_w10000000_v100000_r9.txt,bb,4392,"22 46 60 63 72 83",0.000384053,seconds
100,10000000,100000,10,instances/n100_w10000000_v100000_r10.txt,dp,4107,"12 56 84 86 98",0.005748560,seconds
100,10000000,100000,10,instances/n100_w10000000_v100000_r10.txt,bt,4107,"12 56 84 86 98",0.004621531,seconds
100,10000000,100000,10,instances/n100_w10000000_v100000_r10.txt,bb,4107,"12 56 84 86 98",0.002096262,seconds
100,10000000,1000000,1,instances/n100_w10000000_v1000000_r1.txt,dp,4995,"4 22 30 34 48 63 75",0.011189315,seconds
100,10000000,1000000,1,instances/n100_w10000000_v1000000_r1.txt,bt,4995,"4 22 30 34 48 63 75",0.001681948,seconds
100,10000000,1000000,1,instances/n100_w10000000_v1000000_r1.txt,bb,4995,"4 22 30 34 48 63 75",0.000432616,seconds
100,10000000,1000000,2,instances/n100_w10000000_v1000000_r2.txt,dp,5393,"2 4 20 32 39 78 79 80",0.093498638,seconds
100,10000000,1000000,2,instances/n100_w10000000_v1000000_r2.txt,bt,5393,"2 4 20 32 39 78 79 80",0.010291690,seconds
100,10000000,1000000,2,instances/n100_w10000000_v1000000_r2.txt,bb,5393,"2 4 20 32 39 78 79 80",0.000968007,seconds
100,10000000,1000000,3,instances/n100_w10000000_v1000000_r3.txt,dp,4354,"21 55 58 59 62 86",0.027288400,seconds
100,10000000,1000000,3,instances/n100_w10000000_v1000000_r3.txt,bt,4354,"21 55 58 59 62 86",0.005406881,seconds
100,10000000,1000000,3,instances/n100_w10000000_v1000000_r3.txt,bb,4354,"21 55 58 59 62 86",0.003651069,seconds
100,10000000,1000000,4,instances/n100_w10000000_v1000000_r4.txt,dp,4956,"8 13 27 38 55 64 70 81",0.023882511,seconds
100,10000000,1000000,4,instances/n100_w10000000_v1000000_r4.txt,bt,4956,"8 13 27 38 55 64 70 81",0.004491267,seconds
100,10000000,1000000,4,instances/n100_w10000000_v1000000_r4.txt,bb,4956,"8 13 27 38 55 64 70 81",0.000449756,seconds
100,10000000,1000000,5,instances/n100_w10000000_v1000000_r5.txt,dp,4953,"32 59 77 79 80 98",0.014904054,seconds
100,10000000,1000000,5,instances/n100_w10000000_v1000000_r5.txt,bt,4953,"32 59 77 79 80 98",0.005218084,seconds
100,10000000,1000000,5,instances/n100_w10000000_v1000000_r5.txt,bb,4953,"32 59 77 79 80 98",0.001004711,seconds
100,10000000,1000000,6,instances/n100_w10000000_v1000000_r6.txt,dp,4301,"11 39 73 86 89",0.006451357,seconds
100,10000000,1000000,6,instances/n100_w10000000_v1000000_r6.txt,bt,4301,"11 39 73 86 89",0.001203645,seconds
100,10000000,1000000,6,instances/n100_w10000000_v1000000_r6.txt,bb,4301,"11 39 73 86 89",0.000612706,seconds
100,10000000,1000000,7,instances/n100_w10000000_v1000000_r7.txt,dp,3982,"42 53 61 77 90",0.001592148,seconds
100,10000000,1000000,7,instances/n100_w10000000_v1000000_r7.txt,bt,3982,"42 53 61 77 90",0.000629348,seconds
100,10000000,1000000,7,instances/n100_w10000000_v1000000_r7.txt,bb,3982,"42 53 61 77 90",0.000380904,seconds
100,10000000,1000000,8,instances/n100_w10000000_v1000000_r8.txt,dp,5046,"16 18 25 75 78 97 98",0.004541582,seconds
100,10000000,1000000,8,instances/n100_w10000000_v1000000_r8.txt,bt,5046,"16 18 25 75 78 97 98",0.002014093,seconds
100,10000000,1000000,8,instances/n100_w10000000_v1000000_r8.txt,bb,5046,"16 18 25 75 78 97 98",0.000426508,seconds
100,10000000,1000000,9,instances/n100_w10000000_v1000000_r9.txt,dp,4699,"11 13 15 24 46",0.002672909,seconds
100,10000000,1000000,9,instances/n100_w10000000_v1000000_r9.txt,bt,4699,"11 13 15 24 46",0.000713497,seconds
100,10000000,1000000,9,instances/n100_w10000000_v1000000_r9.txt,bb,4699,"11 13 15 24 46",0.000059558,seconds
100,10000000,1000000,10,instances/n100_w10000000_v1000000_r10.txt,dp,4580,"22 24 29 41 84 93",0.002468726,seconds
100,10000000,1000000,10,instances/n100_w10000000_v1000000_r10.txt,bt,4580,"22 24 29 41 84 93",0.000772028,seconds
100,10000000,1000000,10,instances/n100_w10000000_v1000000_r10.txt,bb,4580,"22 24 29 41 84 93",0.000283946,seconds
100,10000000,10000000,1,instances/n100_w10000000_v10000000_r1.txt,dp,3499,"22 31 35 38 41",0.002222232,seconds
100,10000000,10000000,1,instances/n100_w10000000_v10000000_r1.txt,bt,3499,"22 31 35 38 41",0.000521999,seconds
100,10000000,10000000,1,instances/n100_w10000000_v10000000_r1.txt,bb,3499,"22 31 35 38 41",0.000187307,seconds
100,10000000,10000000,2,instances/n100_w10000000_v10000000_r2.txt,dp,4426,"9 14 20 39 54",0.006171330,seconds
100,10000000,10000000,2,instances/n100_w10000000_v10000000_r2.txt,bt,4426,"9 14 20 39 54",0.002296698,seconds
100,10000000,10000000,2,instances/n100_w10000000_v10000000_r2.txt,bb,4426,"9 14 20 39 54",0.000544815,seconds
100,10000000,10000000,3,instances/n100_w10000000_v10000000_r3.txt,dp,4690,"12 25 33 72 80 96",0.002619731,seconds
100,10000000,10000000,3,instances/n100_w10000000_v10000000_r3.txt,bt,4690,"12 25 33 72 80 96",0.002665854,seconds
100,10000000,10000000,3,instances/n100_w10000000_v10000000_r3.txt,bb,4690,"12 25 33 72 80 96",0.000491563,seconds
100,10000000,10000000,4,instances/n100_w10000000_v10000000_r4.txt,dp,3467,"7 12 16 19 32 88",0.006822702,seconds
100,10000000,10000000,4,instances/n100_w10000000_v10000000_r4.txt,bt,3467,"7 12 16 19 32 88",0.001384931,seconds
100,10000000,10000000,4,instances/n100_w10000000_v10000000_r4.txt,bb,3467,"7 12 16 19 32 88",0.000421117,seconds
100,10000000,10000000,5,instances/n100_w10000000_v10000000_r5.txt,dp,3724,"30 43 50 76 82 93",0.002081882,seconds
100,10000000,10000000,5,instances/n100_w10000000_v10000000_r5.txt,bt,3724,"30 43 50 76 82 93",0.000905146,seconds
100,10000000,10000000,5,instances/n100_w10000000_v10000000_r5.txt,bb,3724,"30 43 50 76 82 93",0.000815007,seconds
100,10000000,10000000,6,instances/n100_w10000000_v10000000_r6.txt,dp,2937,"15 17 32 47",0.001638315,seconds
100,10000000,10000000,6,instances/n100_w10000000_v10000000_r6.txt,bt,2937,"15 17 32 47",0.000494682,seconds
100,10000000,10000000,6,instances/n100_w10000000_v10000000_r6.txt,bb,2937,"15 17 32 47",0.000621550,seconds
100,10000000,10000000,7,instances/n100_w10000000_v10000000_r7.txt,dp,3561,"4 7 22 35 52 99",0.008937698,seconds
100,10000000,10000000,7,instances/n100_w10000000_v10000000_r7.txt,bt,3561,"4 7 22 35 52 99",0.003850930,seconds
100,10000000,10000000,7,instances/n100_w10000000_v10000000_r7.txt,bb,3561,"4 7 22 35 52 99",0.002183366,seconds
100,10000000,10000000,8,instances/n100_w10000000_v10000000_r8.txt,dp,4149,"20 22 63 85 86",0.009438027,seconds
100,10000000,10000000,8,instances/n100_w10000000_v10000000_r8.txt,bt,4149,"20 22 63 85 86",0.001759889,seconds
100,10000000,10000000,8,instances/n100_w10000000_v10000000_r8.txt,bb,4149,"20 22 63 85 86",0.000415008,seconds
100,10000000,10000000,9,instances/n100_w10000000_v10000000_r9.txt,dp,3325,"17 23 43 46",0.001613432,seconds
100,10000000,10000000,9,instances/n100_w10000000_v10000000_r9.txt,bt,3325,"17 23 43 46",0.000443573,seconds
100,10000000,10000000,9,instances/n100_w10000000_v10000000_r9.txt,bb,3325,"17 23 43 46",0.000491896,seconds
100,10000000,10000000,10,instances/n100_w10000000_v10000000_r10.txt,dp,3640,"10 71 91 92",0.001645810,seconds
100,10000000,10000000,10,instances/n100_w10000000_v10000000_r10.txt,bt,3640,"10 71 91 92",0.000403242,seconds
100,10000000,10000000,10,instances/n100_w10000000_v10000000_r10.txt,bb,3640,"10 71 91 92",0.000191112,seconds
100,10000000,100000000,1,instances/n100_w10000000_v100000000_r1.txt,dp,3365,"3 38 68 86 94",0.001907805,seconds
100,10000000,100000000,1,instances/n100_w10000000_v100000000_r1.txt,bt,3365,"3 38 68 86 94",0.001154620,seconds
100,10000000,100000000,1,instances/n100_w10000000_v100000000_r1.txt,bb,3365,"3 38 68 86 94",0.000139568,seconds
100,10000000,100000000,2,instances/n100_w10000000_v100000000_r2.txt,dp,4775,"3 32 36 47 59 69 87 96",0.021198457,seconds
100,10000000,100000000,2,instances/n100_w10000000_v100000000_r2.txt,bt,4775,"3 32 36 47 59 69 87 96",0.005987255,seconds
100,10000000,100000000,2,instances/n100_w10000000_v100000000_r2.txt,bb,4775,"3 32 36 47 59 69 87 96",0.001867467,seconds
100,10000000,100000000,3,instances/n100_w10000000_v100000000_r3.txt,dp,4168,"9 58 61 69 71 85",0.005538282,seconds
100,10000000,100000000,3,instances/n100_w10000000_v100000000_r3.txt,bt,4168,"9 58 61 69 71 85",0.002499416,seconds
100,10000000,100000000,3,instances/n100_w10000000_v100000000_r3.txt,bb,4168,"9 58 61 69 71 85",0.000624789,seconds
100,10000000,100000000,4,instances/n100_w10000000_v100000000_r4.txt,dp,4507,"5 16 27 32 44 54",0.013607069,seconds
100,10000000,100000000,4,instances/n100_w10000000_v100000000_r4.txt,bt,4507,"5 16 27 32 44 54",0.003336454,seconds
100,10000000,100000000,4,instances/n100_w10000000_v100000000_r4.txt,bb,4507,"5 16 27 32 44 54",0.000251912,seconds
100,10000000,100000000,5,instances/n100_w10000000_v100000000_r5.txt,dp,4476,"28 42 47 50 64 69 81",0.006800717,seconds
100,10000000,100000000,5,instances/n100_w10000000_v100000000_r5.txt,bt,4476,"28 42 47 50 64 69 81",0.003398189,seconds
100,10000000,100000000,5,instances/n100_w10000000_v100000000_r5.txt,bb,4476,"28 42 47 50 64 69 81",0.000774866,seconds
100,10000000,100000000,6,instances/n100_w10000000_v100000000_r6.txt,dp,3980,"2 20 53 60 100",0.003596820,seconds
100,10000000,100000000,6,instances/n100_w10000000_v100000000_r6.txt,bt,3980,"2 20 53 60 100",0.001111122,seconds
100,10000000,100000000,6,instances/n100_w10000000_v100000000_r6.txt,bb,3980,"2 20 53 60 100",0.000487149,seconds
100,10000000,100000000,7,instances/n100_w10000000_v100000000_r7.txt,dp,5161,"39 47 58 80 89 95 99",0.004557362,seconds
100,10000000,100000000,7,instances/n100_w10000000_v100000000_r7.txt,bt,5161,"39 47 58 80 89 95 99",0.001568395,seconds
100,10000000,100000000,7,instances/n100_w10000000_v100000000_r7.txt,bb,5161,"39 47 58 80 89 95 99",0.000322694,seconds
100,10000000,100000000,8,instances/n100_w10000000_v100000000_r8.txt,dp,4730,"10 24 36 60 72 77",0.007790814,seconds
100,10000000,100000000,8,instances/n100_w10000000_v100000000_r8.txt,bt,4730,"10 24 36 60 72 77",0.002619386,seconds
100,10000000,100000000,8,instances/n100_w10000000_v100000000_r8.txt,bb,4730,"10 24 36 60 72 77",0.001266511,seconds
100,10000000,100000000,9,instances/n100_w10000000_v100000000_r9.txt,dp,3856,"1 53 76 81 97",0.002293943,seconds
100,10000000,100000000,9,instances/n100_w10000000_v100000000_r9.txt,bt,3856,"1 53 76 81 97",0.001029033,seconds
100,10000000,100000000,9,instances/n100_w10000000_v100000000_r9.txt,bb,3856,"1 53 76 81 97",0.000280260,seconds
100,10000000,100000000,10,instances/n100_w10000000_v100000000_r10.txt,dp,4467,"31 71 72 76 85 88",0.002040365,seconds
100,10000000,100000000,10,instances/n100_w10000000_v100000000_r10.txt,bt,4467,"31 71 72 76 85 88",0.001973447,seconds
100,10000000,100000000,10,instances/n100_w10000000_v100000000_r10.txt,bb,4467,"31 71 72 76 85 88",0.000308002,seconds
100,10000000,1000000000,1,instances/n100_w10000000_v1000000000_r1.txt,dp,3854,"21 35 36 51 52 73 97",0.014828787,seconds
100,10000000,1000000000,1,instances/n100_w10000000_v1000000000_r1.txt,bt,3854,"21 35 36 51 52 73 97",0.007028081,seconds
100,10000000,1000000000,1,instances/n100_w10000000_v1000000000_r1.txt,bb,3854,"21 35 36 51 52 73 97",0.003211223,seconds
100,10000000,1000000000,2,instances/n100_w10000000_v1000000000_r2.txt,dp,4406,"11 31 53 55 77 79",0.005708478,seconds
100,10000000,1000000000,2,instances/n100_w10000000_v1000000000_r2.txt,bt,4406,"11 31 53 55 77 79",0.002325313,seconds
100,10000000,1000000000,2,instances/n100_w10000000_v1000000000_r2.txt,bb,4406,"11 31 53 55 77 79",0.000465274,seconds
100,10000000,1000000000,3,instances/n100_w10000000_v1000000000_r3.txt,dp,3928,"14 40 61 77 88",0.003166166,seconds
100,10000000,1000000000,3,instances/n100_w10000000_v1000000000_r3.txt,bt,3928,"14 40 61 77 88",0.000826733,seconds
100,10000000,1000000000,3,instances/n100_w10000000_v1000000000_r3.txt,bb,3928,"14 40 61 77 88",0.000130538,seconds
100,10000000,1000000000,4,instances/n100_w10000000_v1000000000_r4.txt,dp,3686,"15 23 26 33",0.002057753,seconds
100,10000000,1000000000,4,instances/n100_w10000000_v1000000000_r4.txt,bt,3686,"15 23 26 33",0.000495058,seconds
100,10000000,1000000000,4,instances/n100_w10000000_v1000000000_r4.txt,bb,3686,"15 23 26 33",0.000166047,seconds
100,10000000,1000000000,5,instances/n100_w10000000_v1000000000_r5.txt,dp,2867,"28 66 81",0.000669288,seconds
100,10000000,1000000000,5,instances/n100_w10000000_v1000000000_r5.txt,bt,2867,"28 66 81",0.000307773,seconds
100,10000000,1000000000,5,instances/n100_w10000000_v1000000000_r5.txt,bb,2867,"28 66 81",0.000274138,seconds
100,10000000,1000000000,6,instances/n100_w10000000_v1000000000_r6.txt,dp,5216,"13 14 17 19 27 86",0.013743322,seconds
100,10000000,1000000000,6,instances/n100_w10000000_v1000000000_r6.txt,bt,5216,"13 14 17 19 27 86",0.002985139,seconds
100,10000000,1000000000,6,instances/n100_w10000000_v1000000000_r6.txt,bb,5216,"13 14 17 19 27 86",0.000438868,seconds
100,10000000,1000000000,7,instances/n100_w10000000_v1000000000_r7.txt,dp,4125,"3 20 40 49 53 60",0.004695351,seconds
100,10000000,1000000000,7,instances/n100_w10000000_v1000000000_r7.txt,bt,4125,"3 20 40 49 53 60",0.002404924,seconds
100,10000000,1000000000,7,instances/n100_w10000000_v1000000000_r7.txt,bb,4125,"3 20 40 49 53 60",0.000669673,seconds
100,10000000,1000000000,8,instances/n100_w10000000_v1000000000_r8.txt,dp,5425,"27 32 37 54 58 59 80 86",0.046617690,seconds
100,10000000,1000000000,8,instances/n100_w10000000_v1000000000_r8.txt,bt,5425,"27 32 37 54 58 59 80 86",0.013848398,seconds
100,10000000,1000000000,8,instances/n100_w10000000_v1000000000_r8.txt,bb,5425,"27 32 37 54 58 59 80 86",0.000617194,seconds
100,10000000,1000000000,9,instances/n100_w10000000_v1000000000_r9.txt,dp,4206,"4 37 81 92 94 97",0.005852472,seconds
100,10000000,1000000000,9,instances/n100_w10000000_v1000000000_r9.txt,bt,4206,"4 37 81 92 94 97",0.003100653,seconds
100,10000000,1000000000,9,instances/n100_w10000000_v1000000000_r9.txt,bb,4206,"4 37 81 92 94 97",0.000737414,seconds
100,10000000,1000000000,10,instances/n100_w10000000_v1000000000_r10.txt,dp,5175,"6 21 31 46 66 87 92",0.005037648,seconds
100,10000000,1000000000,10,instances/n100_w10000000_v1000000000_r10.txt,bt,5175,"6 21 31 46 66 87 92",0.002305212,seconds
100,10000000,1000000000,10,instances/n100_w10000000_v1000000000_r10.txt,bb,5175,"6 21 31 46 66 87 92",0.000180917,seconds
100,100000000,1000,1,instances/n100_w100000000_v1000_r1.txt,dp,4065,"13 28 29 43 90",0.006554500,seconds
100,100000000,1000,1,instances/n100_w100000000_v1000_r1.txt,bt,4065,"13 28 29 43 90",0.001509889,seconds
100,100000000,1000,1,instances/n100_w100000000_v1000_r1.txt,bb,4065,"13 28 29 43 90",0.000286691,seconds
100,100000000,1000,2,instances/n100_w100000000_v1000_r2.txt,dp,5139,"18 32 54 77 82 86 90",0.006508158,seconds
100,100000000,1000,2,instances/n100_w100000000_v1000_r2.txt,bt,5139,"18 32 54 77 82 86 90",0.001408842,seconds
100,100000000,1000,2,instances/n100_w100000000_v1000_r2.txt,bb,5139,"18 32 54 77 82 86 90",0.000636711,seconds
100,100000000,1000,3,instances/n100_w100000000_v1000_r3.txt,dp,5553,"21 23 53 55 62 75 80",0.020605271,seconds
100,100000000,1000,3,instances/n100_w100000000_v1000_r3.txt,bt,5553,"21 23 53 55 62 75 80",0.005354972,seconds
100,100000000,1000,3,instances/n100_w100000000_v1000_r3.txt,bb,5553,"21 23 53 55 62 75 80",0.002102871,seconds
100,100000000,1000,4,instances/n100_w100000000_v1000_r4.txt,dp,3652,"1 36 46 83 86",0.012491393,seconds
100,100000000,1000,4,instances/n100_w100000000_v1000_r4.txt,bt,3652,"1 36 46 83 86",0.001840205,seconds
100,100000000,1000,4,instances/n100_w100000000_v1000_r4.txt,bb,3652,"1 36 46 83 86",0.001374735,seconds
100,100000000,1000,5,instances/n100_w100000000_v1000_r5.txt,dp,3254,"33 41 48 64 98",0.001166937,seconds
100,100000000,1000,5,instances/n100_w100000000_v1000_r5.txt,bt,3254,"33 41 48 64 98",0.000603494,seconds
100,100000000,1000,5,instances/n100_w100000000_v1000_r5.txt,bb,3254,"33 41 48 64 98",0.000590319,seconds
100,100000000,1000,6,instances/n100_w100000000_v1000_r6.txt,dp,4674,"22 58 68 82 92",0.003715912,seconds
100,100000000,1000,6,instances/n100_w100000000_v1000_r6.txt,bt,4674,"22 58 68 82 92",0.001162729,seconds
100,100000000,1000,6,instances/n100_w100000000_v1000_r6.txt,bb,4674,"22 58 68 82 92",0.000314560,seconds
100,100000000,1000,7,instances/n100_w100000000_v1000_r7.txt,dp,4138,"24 31 61 71 72",0.005365036,seconds
100,100000000,1000,7,instances/n100_w100000000_v1000_r7.txt,bt,4138,"24 31 61 71 72",0.001847894,seconds
100,100000000,1000,7,instances/n100_w100000000_v1000_r7.txt,bb,4138,"24 31 61 71 72",0.000367089,seconds
100,100000000,1000,8,instances/n100_w100000000_v1000_r8.txt,dp,3957,"7 8 22 44 66",0.008135528,seconds
100,100000000,1000,8,instances/n100_w100000000_v1000_r8.txt,bt,3957,"7 8 22 44 66",0.002261093,seconds
100,100000000,1000,8,instances/n100_w100000000_v1000_r8.txt,bb,3957,"7 8 22 44 66",0.000972696,seconds
100,100000000,1000,9,instances/n100_w100000000_v1000_r9.txt,dp,3681,"24 27 73 74 100",0.004687914,seconds
100,100000000,1000,9,instances/n100_w100000000_v1000_r9.txt,bt,3681,"24 27 73 74 100",0.002032639,seconds
100,100000000,1000,9,instances/n100_w100000000_v1000_r9.txt,bb,3681,"24 27 73 74 100",0.000527299,seconds
100,100000000,1000,10,instances/n100_w100000000_v1000_r10.txt,dp,4694,"9 11 14 35 50 63",0.009419043,seconds
100,100000000,1000,10,instances/n100_w100000000_v1000_r10.txt,bt,4694,"9 11 14 35 50 63",0.002080072,seconds
100,100000000,1000,10,instances/n100_w100000000_v1000_r10.txt,bb,4694,"9 11 14 35 50 63",0.000166250,seconds
100,100000000,100000,1,instances/n100_w100000000_v100000_r1.txt,dp,3403,"11 17 47 68 93",0.006815034,seconds
100,100000000,100000,1,instances/n100_w100000000_v100000_r1.txt,bt,3403,"11 17 47 68 93",0.002850586,seconds
100,100000000,100000,1,instances/n100_w100000000_v100000_r1.txt,bb,3403,"11 17 47 68 93",0.001353496,seconds
100,100000000,100000,2,instances/n100_w100000000_v100000_r2.txt,dp,3976,"2 31 33 43 52 71",0.008944672,seconds
100,100000000,100000,2,instances/n100_w100000000_v100000_r2.txt,bt,3976,"2 31 33 43 52 71",0.002839072,seconds
100,100000000,100000,2,instances/n100_w100000000_v100000_r2.txt,bb,3976,"2 31 33 43 52 71",0.000289038,seconds
100,100000000,100000,3,instances/n100_w100000000_v100000_r3.txt,dp,3790,"11 21 26 41 62",0.014791651,seconds
100,100000000,100000,3,instances/n100_w100000000_v100000_r3.txt,bt,3790,"11 21 26 41 62",0.005362198,seconds
100,100000000,100000,3,instances/n100_w100000000_v100000_r3.txt,bb,3790,"11 21 26 41 62",0.004660939,seconds
100,100000000,100000,4,instances/n100_w100000000_v100000_r4.txt,dp,3404,"14 17 65 89 99",0.002487240,seconds
100,100000000,100000,4,instances/n100_w100000000_v100000_r4.txt,bt,3404,"14 17 65 89 99",0.001366156,seconds
100,100000000,100000,4,instances/n100_w100000000_v100000_r4.txt,bb,3404,"14 17 65 89 99",0.000312827,seconds
100,100000000,100000,5,instances/n100_w100000000_v100000_r5.txt,dp,5176,"8 9 13 14 45 52 60",0.014938217,seconds
100,100000000,100000,5,instances/n100_w100000000_v100000_r5.txt,bt,5176,"8 9 13 14 45 52 60",0.003032579,seconds
100,100000000,100000,5,instances/n100_w100000000_v100000_r5.txt,bb,5176,"8 9 13 14 45 52 60",0.001120347,seconds
100,100000000,100000,6,instances/n100_w100000000_v100000_r6.txt,dp,4084,"8 11 15 27 34 60",0.010955025,seconds
100,100000000,100000,6,instances/n100_w100000000_v100000_r6.txt,bt,4084,"8 11 15 27 34 60",0.001989522,seconds
100,100000000,100000,6,instances/n100_w100000000_v100000_r6.txt,bb,4084,"8 11 15 27 34 60",0.000161696,seconds
100,100000000,100000,7,instances/n100_w100000000_v100000_r7.txt,dp,3668,"15 40 51 74",0.002146295,seconds
100,100000000,100000,7,instances/n100_w100000000_v100000_r7.txt,bt,3668,"15 40 51 74",0.000574719,seconds
100,100000000,100000,7,instances/n100_w100000000_v100000_r7.txt,bb,3668,"15 40 51 74",0.000364018,seconds
100,100000000,100000,8,instances/n100_w100000000_v100000_r8.txt,dp,4003,"4 11 13 18 21 71",0.006406781,seconds
100,100000000,100000,8,instances/n100_w100000000_v100000_r8.txt,bt,4003,"4 11 13 18 21 71",0.002188599,seconds
100,100000000,100000,8,instances/n100_w100000000_v100000_r8.txt,bb,4003,"4 11 13 18 21 71",0.000686099,seconds
100,100000000,100000,9,instances/n100_w100000000_v100000_r9.txt,dp,5760,"11 19 21 36 51 61 72 75",0.060297161,seconds
100,100000000,100000,9,instances/n100_w100000000_v100000_r9.txt,bt,5760,"11 19 21 36 51 61 72 75",0.006809092,seconds
100,100000000,100000,9,instances/n100_w100000000_v100000_r9.txt,bb,5760,"11 19 21 36 51 61 72 75",0.000624058,seconds
100,100000000,100000,10,instances/n100_w100000000_v100000_r10.txt,dp,4513,"20 48 72 75 85 96",0.004129984,seconds
100,100000000,100000,10,instances/n100_w100000000_v100000_r10.txt,bt,4513,"20 48 72 75 85 96",0.002035368,seconds
100,100000000,100000,10,instances/n100_w100000000_v100000_r10.txt,bb,4513,"20 48 72 75 85 96",0.000289836,seconds
100,100000000,1000000,1,instances/n100_w100000000_v1000000_r1.txt,dp,3645,"14 59 63 73 93",0.001568902,seconds
100,100000000,1000000,1,instances/n100_w100000000_v1000000_r1.txt,bt,3645,"14 59 63 73 93",0.000981163,seconds
100,100000000,1000000,1,instances/n100_w100000000_v1000000_r1.txt,bb,3645,"14 59 63 73 93",0.000372795,seconds
100,100000000,1000000,2,instances/n100_w100000000_v1000000_r2.txt,dp,3217,"4 11 12 26",0.002935583,seconds
100,100000000,1000000,2,instances/n100_w100000000_v1000000_r2.txt,bt,3217,"4 11 12 26",0.000866492,seconds
100,100000000,1000000,2,instances/n100_w100000000_v1000000_r2.txt,bb,3217,"4 11 12 26",0.000158133,seconds
100,100000000,1000000,3,instances/n100_w100000000_v1000000_r3.txt,dp,4524,"7 22 24 30 36 57 59",0.006010547,seconds
100,100000000,1000000,3,instances/n100_w100000000_v1000000_r3.txt,bt,4524,"7 22 24 30 36 57 59",0.003803013,seconds
100,100000000,1000000,3,instances/n100_w100000000_v1000000_r3.txt,bb,4524,"7 22 24 30 36 57 59",0.000275598,seconds
100,100000000,1000000,4,instances/n100_w100000000_v1000000_r4.txt,dp,5091,"1 19 33 49 50 51 58",0.019897346,seconds
100,100000000,1000000,4,instances/n100_w100000000_v1000000_r4.txt,bt,5091,"1 19 33 49 50 51 58",0.004430157,seconds
100,100000000,1000000,4,instances/n100_w100000000_v1000000_r4.txt,bb,5091,"1 19 33 49 50 51 58",0.000239839,seconds
100,100000000,1000000,5,instances/n100_w100000000_v1000000_r5.txt,dp,5424,"13 41 59 83 85 97 99",0.007741617,seconds
100,100000000,1000000,5,instances/n100_w100000000_v1000000_r5.txt,bt,5424,"13 41 59 83 85 97 99",0.011747695,seconds
100,100000000,1000000,5,instances/n100_w100000000_v1000000_r5.txt,bb,5424,"13 41 59 83 85 97 99",0.000590023,seconds
100,100000000,1000000,6,instances/n100_w100000000_v1000000_r6.txt,dp,4123,"11 17 54 66 74",0.003524683,seconds
100,100000000,1000000,6,instances/n100_w100000000_v1000000_r6.txt,bt,4123,"11 17 54 66 74",0.001177990,seconds
100,100000000,1000000,6,instances/n100_w100000000_v1000000_r6.txt,bb,4123,"11 17 54 66 74",0.000541718,seconds
100,100000000,1000000,7,instances/n100_w100000000_v1000000_r7.txt,dp,4469,"36 52 55 59 67 95 100",0.010270606,seconds
100,100000000,1000000,7,instances/n100_w100000000_v1000000_r7.txt,bt,4469,"36 52 55 59 67 95 100",0.003765301,seconds
100,100000000,1000000,7,instances/n100_w100000000_v1000000_r7.txt,bb,4469,"36 52 55 59 67 95 100",0.000652893,seconds
100,100000000,1000000,8,instances/n100_w100000000_v1000000_r8.txt,dp,3771,"16 54 75 86 100",0.001805598,seconds
100,100000000,1000000,8,instances/n100_w100000000_v1000000_r8.txt,bt,3771,"16 54 75 86 100",0.000584853,seconds
100,100000000,1000000,8,instances/n100_w100000000_v1000000_r8.txt,bb,3771,"16 54 75 86 100",0.000550417,seconds
100,100000000,1000000,9,instances/n100_w100000000_v1000000_r9.txt,dp,5421,"23 28 48 65 67 72 83",0.012395368,seconds
100,100000000,1000000,9,instances/n100_w100000000_v1000000_r9.txt,bt,5421,"23 28 48 65 67 72 83",0.004212447,seconds
100,100000000,1000000,9,instances/n100_w100000000_v1000000_r9.txt,bb,5421,"23 28 48 65 67 72 83",0.000233206,seconds
100,100000000,1000000,10,instances/n100_w100000000_v1000000_r10.txt,dp,3546,"24 32 48 90",0.001157491,seconds
100,100000000,1000000,10,instances/n100_w100000000_v1000000_r10.txt,bt,3546,"24 32 48 90",0.000451943,seconds
100,100000000,1000000,10,instances/n100_w100000000_v1000000_r10.txt,bb,3546,"24 32 48 90",0.000169709,seconds
100,100000000,10000000,1,instances/n100_w100000000_v10000000_r1.txt,dp,4561,"5 10 36 45 75 86",0.011158515,seconds
100,100000000,10000000,1,instances/n100_w100000000_v10000000_r1.txt,bt,4561,"5 10 36 45 75 86",0.008118295,seconds
100,100000000,10000000,1,instances/n100_w100000000_v10000000_r1.txt,bb,4561,"5 10 36 45 75 86",0.001542836,seconds
100,100000000,10000000,2,instances/n100_w100000000_v10000000_r2.txt,dp,6177,"38 42 43 50 53 54 93 97",0.027066292,seconds
100,100000000,10000000,2,instances/n100_w100000000_v10000000_r2.txt,bt,6177,"38 42 43 50 53 54 93 97",0.010389731,seconds
100,100000000,10000000,2,instances/n100_w100000000_v10000000_r2.txt,bb,6177,"38 42 43 50 53 54 93 97",0.000545612,seconds
100,100000000,10000000,3,instances/n100_w100000000_v10000000_r3.txt,dp,4421,"6 40 46 79 83",0.002382630,seconds
100,100000000,10000000,3,instances/n100_w100000000_v10000000_r3.txt,bt,4421,"6 40 46 79 83",0.000773739,seconds
